date,dma_name,state,product_category,size,promo_flag,orders,line_items,total_quantity,gross_revenue,total_discount,total_cost,avg_unit_price
2023-09-05,"Savannah, GA",GA,Girls Dresses,L (12-14),0,2,2,3,113,0,47.57,37.0
2023-09-05,"Savannah, GA",GA,Girls Dresses,S (6-7),1,1,1,1,23,15,17.95,38.0
2023-09-05,"Savannah, GA",GA,Girls Tops,L (12-14),1,1,1,1,9,10,10.35,19.0
2023-09-05,"Savannah, GA",GA,Girls Tops,M (8-10),1,1,1,1,17,10,14.29,27.0
2023-09-05,"Savannah, GA",GA,Girls Tops,S (6-7),0,1,1,1,24,0,11.12,24.0
2023-09-05,"Savannah, GA",GA,Girls Tops,XS (4-5),0,1,1,3,63,0,25.14,21.0
2023-09-05,"Savannah, GA",GA,Girls Tops,XS (4-5),1,3,3,4,24,60,38.15,21.0
2023-09-06,"Atlanta, GA",GA,Girls Bottoms,L (12-14),0,1,1,1,26,0,9.36,26.0
2023-09-06,"Atlanta, GA",GA,Girls Bottoms,S (6-7),1,1,1,1,8,20,14.39,28.0
2023-09-06,"Atlanta, GA",GA,Girls Bottoms,XS (4-5),1,2,2,3,21,50,29.13,23.5
2023-09-06,"Atlanta, GA",GA,Girls Dresses,M (8-10),0,1,1,1,38,0,17.91,38.0
2023-09-06,"Atlanta, GA",GA,Girls Dresses,XS (4-5),0,1,1,1,39,0,14.8,39.0
2023-09-06,"Atlanta, GA",GA,Girls Dresses,XS (4-5),1,2,2,2,27,35,24.32,31.0
2023-09-06,"Atlanta, GA",GA,Girls Tops,L (12-14),1,1,1,1,15,10,10.9,25.0
2023-09-06,"Atlanta, GA",GA,Girls Tops,M (8-10),1,1,1,2,24,20,17.0,22.0
2023-09-06,"Atlanta, GA",GA,Girls Tops,S (6-7),1,1,1,1,15,10,12.13,25.0
2023-09-06,"Atlanta, GA",GA,Girls Tops,XS (4-5),0,1,1,1,22,0,9.96,22.0
2023-09-06,"Atlanta, GA",GA,Girls Tops,XS (4-5),1,1,1,1,6,15,10.93,21.0
2023-09-06,"Augusta, GA",GA,Girls Bottoms,L (12-14),0,1,1,1,27,0,11.2,27.0
2023-09-06,"Augusta, GA",GA,Girls Bottoms,XS (4-5),1,1,1,1,13,10,12.24,23.0
2023-09-06,"Augusta, GA",GA,Girls Dresses,L (12-14),0,1,1,1,38,0,19.62,38.0
2023-09-06,"Augusta, GA",GA,Girls Dresses,S (6-7),1,1,1,2,44,30,29.3,37.0
2023-09-06,"Columbus, GA",GA,Girls Bottoms,M (8-10),0,1,1,1,29,0,11.35,29.0
2023-09-06,"Columbus, GA",GA,Girls Dresses,L (12-14),0,1,2,2,75,0,35.54,37.5
2023-09-06,"Columbus, GA",GA,Girls Tops,XS (4-5),1,2,2,2,13,35,24.05,24.0
2023-09-06,"Macon, GA",GA,Girls Bottoms,L (12-14),0,1,1,2,50,0,20.74,25.0
2023-09-06,"Macon, GA",GA,Girls Bottoms,M (8-10),0,1,1,2,46,0,17.12,23.0
2023-09-06,"Macon, GA",GA,Girls Bottoms,S (6-7),0,2,2,2,57,0,23.61,28.5
2023-09-06,"Macon, GA",GA,Girls Bottoms,XS (4-5),0,1,1,1,30,0,12.53,30.0
2023-09-06,"Macon, GA",GA,Girls Bottoms,XS (4-5),1,1,1,1,7,20,11.95,27.0
2023-09-06,"Macon, GA",GA,Girls Dresses,XS (4-5),0,1,1,1,34,0,16.3,34.0
2023-09-06,"Macon, GA",GA,Girls Tops,L (12-14),0,1,1,2,54,0,22.7,27.0
2023-09-06,"Macon, GA",GA,Girls Tops,S (6-7),0,1,1,2,50,0,22.98,25.0
2023-09-06,"Macon, GA",GA,Girls Tops,XS (4-5),0,1,1,1,20,0,8.17,20.0
2023-09-06,"Savannah, GA",GA,Girls Bottoms,L (12-14),0,1,1,1,31,0,13.38,31.0
2023-09-06,"Savannah, GA",GA,Girls Bottoms,M (8-10),0,1,1,1,26,0,9.62,26.0
2023-09-06,"Savannah, GA",GA,Girls Bottoms,S (6-7),0,1,1,1,25,0,11.06,25.0
2023-09-06,"Savannah, GA",GA,Girls Bottoms,XS (4-5),0,1,1,1,24,0,11.9,24.0
2023-09-06,"Savannah, GA",GA,Girls Dresses,L (12-14),1,1,1,1,17,20,14.84,37.0
2023-09-06,"Savannah, GA",GA,Girls Dresses,M (8-10),1,1,1,1,17,15,16.88,32.0
2023-09-06,"Savannah, GA",GA,Girls Dresses,S (6-7),1,1,1,1,16,15,16.62,31.0
2023-09-06,"Savannah, GA",GA,Girls Dresses,XS (4-5),0,1,1,2,76,0,31.06,38.0
2023-09-06,"Savannah, GA",GA,Girls Dresses,XS (4-5),1,1,1,1,24,15,16.51,39.0
2023-09-06,"Savannah, GA",GA,Girls Tops,S (6-7),1,1,2,4,25,70,34.79,22.5
2023-09-06,"Savannah, GA",GA,Girls Tops,XS (4-5),0,1,1,2,50,0,21.6,25.0
2023-09-07,"Atlanta, GA",GA,Girls Bottoms,XS (4-5),1,1,1,1,4,20,11.16,24.0
2023-09-07,"Atlanta, GA",GA,Girls Dresses,L (12-14),0,1,1,1,35,0,18.0,35.0
2023-09-07,"Atlanta, GA",GA,Girls Dresses,S (6-7),0,1,1,3,102,0,46.26,34.0
2023-09-07,"Atlanta, GA",GA,Girls Dresses,XS (4-5),0,1,1,1,31,0,15.51,31.0
2023-09-07,"Atlanta, GA",GA,Girls Tops,M (8-10),0,1,1,1,19,0,10.14,19.0
2023-09-07,"Atlanta, GA",GA,Girls Tops,M (8-10),1,1,1,2,6,40,24.62,23.0
2023-09-07,"Atlanta, GA",GA,Girls Tops,S (6-7),1,2,2,2,32,20,24.380000000000003,26.0
2023-09-07,"Augusta, GA",GA,Girls Bottoms,L (12-14),0,1,1,1,26,0,13.24,26.0
2023-09-07,"Augusta, GA",GA,Girls Bottoms,S (6-7),0,1,1,3,87,0,39.0,29.0
2023-09-07,"Augusta, GA",GA,Girls Bottoms,S (6-7),1,2,2,2,18,30,25.07,24.0
2023-09-07,"Augusta, GA",GA,Girls Bottoms,XS (4-5),1,1,1,1,15,15,15.38,30.0
2023-09-07,"Augusta, GA",GA,Girls Dresses,XS (4-5),0,1,1,2,64,0,31.58,32.0
2023-09-07,"Augusta, GA",GA,Girls Tops,L (12-14),0,1,1,1,21,0,8.44,21.0
2023-09-07,"Augusta, GA",GA,Girls Tops,S (6-7),0,1,1,1,26,0,11.39,26.0
2023-09-07,"Augusta, GA",GA,Girls Tops,XS (4-5),0,1,1,3,72,0,39.51,24.0
2023-09-07,"Columbus, GA",GA,Girls Bottoms,L (12-14),0,1,1,1,30,0,12.69,30.0
2023-09-07,"Columbus, GA",GA,Girls Bottoms,M (8-10),1,2,2,4,71,50,49.96,29.5
2023-09-07,"Columbus, GA",GA,Girls Bottoms,XS (4-5),1,1,1,2,22,30,26.98,26.0
2023-09-07,"Columbus, GA",GA,Girls Dresses,S (6-7),1,2,2,2,45,30,30.68,37.5
2023-09-07,"Columbus, GA",GA,Girls Dresses,XS (4-5),1,1,1,2,50,20,30.44,35.0
2023-09-07,"Columbus, GA",GA,Girls Tops,L (12-14),0,1,1,1,20,0,7.95,20.0
2023-09-07,"Columbus, GA",GA,Girls Tops,M (8-10),0,1,1,1,21,0,11.23,21.0
2023-09-07,"Macon, GA",GA,Girls Bottoms,L (12-14),0,1,1,3,75,0,29.880000000000003,25.0
2023-09-07,"Macon, GA",GA,Girls Bottoms,M (8-10),1,1,1,1,15,10,10.64,25.0
2023-09-07,"Macon, GA",GA,Girls Bottoms,XS (4-5),0,1,1,2,60,0,30.78,30.0
2023-09-07,"Macon, GA",GA,Girls Bottoms,XS (4-5),1,1,1,1,15,15,12.94,30.0
2023-09-07,"Macon, GA",GA,Girls Dresses,S (6-7),0,1,1,1,38,0,18.26,38.0
2023-09-07,"Macon, GA",GA,Girls Dresses,XS (4-5),1,1,1,1,19,15,18.63,34.0
2023-09-07,"Macon, GA",GA,Girls Tops,L (12-14),1,1,1,1,5,20,11.15,25.0
2023-09-07,"Macon, GA",GA,Girls Tops,M (8-10),1,1,1,3,45,30,27.93,25.0
2023-09-07,"Savannah, GA",GA,Girls Bottoms,M (8-10),1,1,1,2,22,30,19.18,26.0
2023-09-07,"Savannah, GA",GA,Girls Dresses,L (12-14),1,1,1,1,15,20,12.78,35.0
2023-09-07,"Savannah, GA",GA,Girls Dresses,M (8-10),0,1,1,1,38,0,15.56,38.0
2023-09-07,"Savannah, GA",GA,Girls Dresses,S (6-7),0,2,2,2,70,0,27.94,35.0
2023-09-07,"Savannah, GA",GA,Girls Dresses,S (6-7),1,2,2,3,65,35,51.39,33.5
2023-09-07,"Savannah, GA",GA,Girls Tops,M (8-10),0,1,1,1,26,0,11.58,26.0
2023-09-07,"Savannah, GA",GA,Girls Tops,S (6-7),0,1,1,1,21,0,10.32,21.0
2023-09-08,"Atlanta, GA",GA,Girls Bottoms,L (12-14),0,1,1,3,87,0,34.74,29.0
2023-09-08,"Atlanta, GA",GA,Girls Bottoms,S (6-7),0,1,1,1,30,0,14.16,30.0
2023-09-08,"Atlanta, GA",GA,Girls Bottoms,S (6-7),1,1,1,2,22,40,32.14,31.0
2023-09-08,"Atlanta, GA",GA,Girls Dresses,L (12-14),1,1,1,1,22,10,14.68,32.0
2023-09-08,"Atlanta, GA",GA,Girls Dresses,S (6-7),1,1,1,1,29,10,18.08,39.0
2023-09-08,"Atlanta, GA",GA,Girls Dresses,XS (4-5),1,1,1,1,18,15,13.71,33.0
2023-09-08,"Atlanta, GA",GA,Girls Tops,M (8-10),1,2,2,3,27,35,28.799999999999997,21.5
2023-09-08,"Augusta, GA",GA,Girls Bottoms,XS (4-5),0,1,1,1,25,0,9.57,25.0
2023-09-08,"Augusta, GA",GA,Girls Dresses,M (8-10),0,1,1,1,35,0,16.36,35.0
2023-09-08,"Augusta, GA",GA,Girls Tops,L (12-14),0,2,2,3,73,0,37.06,25.0
2023-09-08,"Augusta, GA",GA,Girls Tops,S (6-7),0,1,1,1,24,0,8.91,24.0
2023-09-08,"Columbus, GA",GA,Girls Dresses,L (12-14),0,1,1,3,117,0,63.72,39.0
2023-09-08,"Columbus, GA",GA,Girls Dresses,S (6-7),1,1,1,1,21,10,13.86,31.0
2023-09-08,"Columbus, GA",GA,Girls Dresses,XS (4-5),0,1,1,1,31,0,17.01,31.0
2023-09-08,"Columbus, GA",GA,Girls Tops,XS (4-5),1,1,1,1,15,10,9.19,25.0
2023-09-08,"Macon, GA",GA,Girls Bottoms,M (8-10),0,1,1,1,24,0,8.66,24.0
2023-09-08,"Macon, GA",GA,Girls Dresses,L (12-14),0,1,1,2,76,0,31.02,38.0
2023-09-08,"Macon, GA",GA,Girls Dresses,L (12-14),1,2,2,2,37,30,31.27,33.5
2023-09-08,"Macon, GA",GA,Girls Dresses,M (8-10),1,1,1,2,44,20,32.38,32.0
2023-09-08,"Macon, GA",GA,Girls Dresses,S (6-7),0,1,1,1,33,0,13.23,33.0
2023-09-08,"Macon, GA",GA,Girls Dresses,S (6-7),1,2,2,5,117,65,90.46,36.0
2023-09-08,"Savannah, GA",GA,Girls Bottoms,M (8-10),1,1,1,1,12,15,13.12,27.0
2023-09-08,"Savannah, GA",GA,Girls Bottoms,S (6-7),1,1,1,2,12,40,26.2,26.0
2023-09-08,"Savannah, GA",GA,Girls Bottoms,XS (4-5),0,1,1,2,48,0,23.76,24.0
2023-09-08,"Savannah, GA",GA,Girls Dresses,L (12-14),1,1,1,1,12,20,16.25,32.0
2023-09-08,"Savannah, GA",GA,Girls Dresses,M (8-10),0,1,1,1,31,0,14.32,31.0
2023-09-08,"Savannah, GA",GA,Girls Dresses,M (8-10),1,1,1,1,23,15,18.5,38.0
2023-09-08,"Savannah, GA",GA,Girls Dresses,S (6-7),0,2,2,2,72,0,29.54,36.0
2023-09-08,"Savannah, GA",GA,Girls Dresses,S (6-7),1,1,1,1,11,20,13.25,31.0
2023-09-08,"Savannah, GA",GA,Girls Dresses,XS (4-5),0,1,1,1,31,0,10.9,31.0
2023-09-08,"Savannah, GA",GA,Girls Dresses,XS (4-5),1,1,1,1,17,20,16.27,37.0
2023-09-08,"Savannah, GA",GA,Girls Tops,L (12-14),1,1,1,1,7,15,10.21,22.0
2023-09-08,"Savannah, GA",GA,Girls Tops,M (8-10),0,2,2,3,71,0,25.95,22.5
2023-09-08,"Savannah, GA",GA,Girls Tops,M (8-10),1,2,2,2,3,40,23.43,21.5
2023-09-08,"Savannah, GA",GA,Girls Tops,S (6-7),0,2,2,3,67,0,26.740000000000002,23.0
2023-09-09,"Atlanta, GA",GA,Girls Bottoms,L (12-14),1,1,1,2,6,40,19.32,23.0
2023-09-09,"Atlanta, GA",GA,Girls Bottoms,M (8-10),1,1,1,1,12,15,11.47,27.0
2023-09-09,"Atlanta, GA",GA,Girls Bottoms,S (6-7),1,1,1,1,11,15,12.01,26.0
2023-09-09,"Atlanta, GA",GA,Girls Bottoms,XS (4-5),1,1,1,1,20,10,16.42,30.0
2023-09-09,"Atlanta, GA",GA,Girls Dresses,M (8-10),1,1,1,3,63,45,53.25,36.0
2023-09-09,"Atlanta, GA",GA,Girls Dresses,S (6-7),0,1,1,1,34,0,14.71,34.0
2023-09-09,"Atlanta, GA",GA,Girls Dresses,XS (4-5),0,1,1,1,35,0,16.42,35.0
2023-09-09,"Atlanta, GA",GA,Girls Tops,M (8-10),1,1,1,1,13,10,10.53,23.0
2023-09-09,"Atlanta, GA",GA,Girls Tops,S (6-7),1,1,1,2,12,40,20.52,26.0
2023-09-09,"Atlanta, GA",GA,Girls Tops,XS (4-5),0,1,1,1,21,0,8.02,21.0
2023-09-09,"Atlanta, GA",GA,Girls Tops,XS (4-5),1,1,1,1,6,20,9.59,26.0
2023-09-09,"Augusta, GA",GA,Girls Bottoms,L (12-14),0,1,1,2,58,0,31.58,29.0
2023-09-09,"Augusta, GA",GA,Girls Bottoms,M (8-10),1,1,1,1,14,15,15.32,29.0
2023-09-09,"Augusta, GA",GA,Girls Bottoms,XS (4-5),1,1,1,1,8,20,10.55,28.0
2023-09-09,"Augusta, GA",GA,Girls Tops,S (6-7),1,2,2,2,15,35,22.41,25.0
2023-09-09,"Augusta, GA",GA,Girls Tops,XS (4-5),1,1,1,1,13,10,10.19,23.0
2023-09-09,"Columbus, GA",GA,Girls Bottoms,L (12-14),1,1,1,1,16,15,13.86,31.0
2023-09-09,"Columbus, GA",GA,Girls Bottoms,S (6-7),0,1,1,1,26,0,11.34,26.0
2023-09-09,"Columbus, GA",GA,Girls Bottoms,XS (4-5),1,1,1,1,16,15,12.83,31.0
2023-09-09,"Columbus, GA",GA,Girls Dresses,M (8-10),0,1,1,2,64,0,28.3,32.0
2023-09-09,"Columbus, GA",GA,Girls Dresses,S (6-7),1,1,1,1,12,20,12.49,32.0
2023-09-09,"Columbus, GA",GA,Girls Tops,L (12-14),0,1,1,1,21,0,10.29,21.0
2023-09-09,"Columbus, GA",GA,Girls Tops,S (6-7),0,1,1,1,20,0,8.69,20.0
2023-09-09,"Macon, GA",GA,Girls Bottoms,L (12-14),0,2,2,2,53,0,20.47,26.5
2023-09-09,"Macon, GA",GA,Girls Bottoms,L (12-14),1,1,1,2,22,40,29.74,31.0
2023-09-09,"Macon, GA",GA,Girls Bottoms,S (6-7),0,1,1,2,54,0,26.9,27.0
2023-09-09,"Macon, GA",GA,Girls Bottoms,S (6-7),1,1,1,1,4,20,8.7,24.0
2023-09-09,"Macon, GA",GA,Girls Bottoms,XS (4-5),0,1,1,1,30,0,16.23,30.0
2023-09-09,"Macon, GA",GA,Girls Dresses,M (8-10),1,1,1,1,25,10,19.16,35.0
2023-09-09,"Macon, GA",GA,Girls Dresses,S (6-7),1,1,1,3,54,60,54.0,38.0
2023-09-09,"Macon, GA",GA,Girls Dresses,XS (4-5),0,1,1,1,34,0,16.16,34.0
2023-09-09,"Macon, GA",GA,Girls Tops,L (12-14),0,2,2,2,46,0,17.61,23.0
2023-09-09,"Macon, GA",GA,Girls Tops,L (12-14),1,1,1,1,16,10,9.89,26.0
2023-09-09,"Savannah, GA",GA,Girls Bottoms,L (12-14),0,1,1,1,24,0,12.51,24.0
2023-09-09,"Savannah, GA",GA,Girls Bottoms,L (12-14),1,1,1,1,8,20,10.58,28.0
2023-09-09,"Savannah, GA",GA,Girls Bottoms,M (8-10),1,1,1,1,9,20,11.1,29.0
2023-09-09,"Savannah, GA",GA,Girls Bottoms,XS (4-5),1,1,1,2,22,30,19.8,26.0
2023-09-09,"Savannah, GA",GA,Girls Dresses,L (12-14),0,1,1,2,78,0,39.98,39.0
2023-09-09,"Savannah, GA",GA,Girls Dresses,L (12-14),1,1,1,1,16,15,11.97,31.0
2023-09-09,"Savannah, GA",GA,Girls Dresses,S (6-7),0,1,1,3,108,0,45.69,36.0
2023-09-09,"Savannah, GA",GA,Girls Dresses,S (6-7),1,1,1,2,32,30,24.68,31.0
2023-09-09,"Savannah, GA",GA,Girls Tops,L (12-14),1,1,1,3,15,60,35.01,25.0
2023-09-09,"Savannah, GA",GA,Girls Tops,M (8-10),0,3,3,5,129,0,49.800000000000004,26.333333333333332
2023-09-09,"Savannah, GA",GA,Girls Tops,M (8-10),1,1,1,2,22,30,25.06,26.0
2023-09-09,"Savannah, GA",GA,Girls Tops,XS (4-5),1,2,2,3,17,55,33.32,24.5
2023-09-10,"Atlanta, GA",GA,Girls Bottoms,L (12-14),0,1,1,1,23,0,11.43,23.0
2023-09-10,"Atlanta, GA",GA,Girls Bottoms,L (12-14),1,1,1,1,20,10,15.01,30.0
2023-09-10,"Atlanta, GA",GA,Girls Bottoms,M (8-10),0,1,1,2,58,0,27.92,29.0
2023-09-10,"Atlanta, GA",GA,Girls Dresses,L (12-14),1,1,1,1,24,10,14.06,34.0
2023-09-10,"Atlanta, GA",GA,Girls Dresses,M (8-10),1,1,1,1,21,15,13.52,36.0
2023-09-10,"Augusta, GA",GA,Girls Bottoms,M (8-10),1,1,1,1,15,15,14.54,30.0
2023-09-10,"Augusta, GA",GA,Girls Bottoms,S (6-7),1,1,1,1,16,15,12.79,31.0
2023-09-10,"Augusta, GA",GA,Girls Bottoms,XS (4-5),1,1,1,3,45,30,39.93,25.0
2023-09-10,"Augusta, GA",GA,Girls Dresses,M (8-10),1,2,2,4,94,60,68.34,38.5
2023-09-10,"Augusta, GA",GA,Girls Dresses,S (6-7),1,3,3,4,82,70,63.72,37.666666666666664
2023-09-10,"Augusta, GA",GA,Girls Dresses,XS (4-5),0,2,2,3,110,0,46.86,35.5
2023-09-10,"Augusta, GA",GA,Girls Dresses,XS (4-5),1,1,1,1,11,20,13.75,31.0
2023-09-10,"Augusta, GA",GA,Girls Tops,L (12-14),0,2,2,3,63,0,32.27,21.0
2023-09-10,"Augusta, GA",GA,Girls Tops,L (12-14),1,2,2,2,15,30,20.169999999999998,22.5
2023-09-10,"Augusta, GA",GA,Girls Tops,M (8-10),0,1,1,1,27,0,13.71,27.0
2023-09-10,"Augusta, GA",GA,Girls Tops,M (8-10),1,1,1,3,9,60,32.19,23.0
2023-09-10,"Augusta, GA",GA,Girls Tops,XS (4-5),1,1,1,1,9,10,9.74,19.0
2023-09-10,"Columbus, GA",GA,Girls Bottoms,L (12-14),1,1,1,1,17,10,11.8,27.0
2023-09-10,"Columbus, GA",GA,Girls Bottoms,M (8-10),1,1,1,1,15,15,11.49,30.0
2023-09-10,"Columbus, GA",GA,Girls Bottoms,S (6-7),1,1,1,3,48,45,43.11,31.0
2023-09-10,"Columbus, GA",GA,Girls Dresses,L (12-14),1,1,1,3,54,60,56.22,38.0
2023-09-10,"Columbus, GA",GA,Girls Dresses,XS (4-5),0,1,1,1,32,0,14.33,32.0
2023-09-10,"Columbus, GA",GA,Girls Tops,XS (4-5),0,2,2,3,73,0,32.9,25.0
2023-09-10,"Macon, GA",GA,Girls Bottoms,L (12-14),0,1,1,1,23,0,10.95,23.0
2023-09-10,"Macon, GA",GA,Girls Bottoms,M (8-10),0,1,1,1,29,0,13.59,29.0
2023-09-10,"Macon, GA",GA,Girls Bottoms,M (8-10),1,1,1,1,3,20,11.91,23.0
2023-09-10,"Macon, GA",GA,Girls Bottoms,XS (4-5),1,2,2,4,59,40,37.53,24.5
2023-09-10,"Macon, GA",GA,Girls Dresses,M (8-10),0,1,1,1,39,0,19.46,39.0
2023-09-10,"Macon, GA",GA,Girls Dresses,XS (4-5),0,1,1,1,32,0,11.28,32.0
2023-09-10,"Savannah, GA",GA,Girls Bottoms,L (12-14),1,1,1,1,16,15,12.93,31.0
2023-09-10,"Savannah, GA",GA,Girls Bottoms,M (8-10),0,1,1,1,26,0,13.51,26.0
2023-09-10,"Savannah, GA",GA,Girls Dresses,L (12-14),0,1,1,1,34,0,14.92,34.0
2023-09-10,"Savannah, GA",GA,Girls Dresses,XS (4-5),1,1,1,2,44,30,29.24,37.0
2023-09-10,"Savannah, GA",GA,Girls Tops,L (12-14),0,1,1,1,19,0,8.81,19.0
2023-09-10,"Savannah, GA",GA,Girls Tops,S (6-7),0,1,1,1,25,0,10.96,25.0
2023-09-10,"Savannah, GA",GA,Girls Tops,XS (4-5),1,2,2,2,7,35,17.66,21.0
2023-09-11,"Atlanta, GA",GA,Girls Bottoms,L (12-14),0,1,1,1,25,0,12.39,25.0
2023-09-11,"Atlanta, GA",GA,Girls Bottoms,XS (4-5),0,1,1,1,26,0,10.35,26.0
2023-09-11,"Atlanta, GA",GA,Girls Bottoms,XS (4-5),1,1,1,1,12,15,12.27,27.0
2023-09-11,"Atlanta, GA",GA,Girls Dresses,L (12-14),0,1,1,1,37,0,19.08,37.0
2023-09-11,"Atlanta, GA",GA,Girls Dresses,M (8-10),1,2,2,2,48,25,37.04,36.5
2023-09-11,"Atlanta, GA",GA,Girls Dresses,S (6-7),1,1,1,1,11,20,12.06,31.0
2023-09-11,"Atlanta, GA",GA,Girls Tops,M (8-10),1,1,1,1,3,20,9.98,23.0
2023-09-11,"Atlanta, GA",GA,Girls Tops,XS (4-5),0,1,1,1,27,0,11.24,27.0
2023-09-11,"Augusta, GA",GA,Girls Bottoms,S (6-7),1,2,2,5,58,60,53.38,23.5
2023-09-11,"Augusta, GA",GA,Girls Dresses,M (8-10),1,1,1,1,16,15,13.9,31.0
2023-09-11,"Augusta, GA",GA,Girls Dresses,S (6-7),1,2,2,2,43,30,35.04,36.5
2023-09-11,"Augusta, GA",GA,Girls Dresses,XS (4-5),1,1,1,3,78,30,49.739999999999995,36.0
2023-09-11,"Augusta, GA",GA,Girls Tops,L (12-14),0,1,1,1,19,0,9.82,19.0
2023-09-11,"Augusta, GA",GA,Girls Tops,M (8-10),1,1,1,1,9,10,7.23,19.0
2023-09-11,"Augusta, GA",GA,Girls Tops,S (6-7),0,1,1,3,60,0,29.22,20.0
2023-09-11,"Augusta, GA",GA,Girls Tops,XS (4-5),1,1,1,2,0,40,17.48,20.0
2023-09-11,"Columbus, GA",GA,Girls Bottoms,M (8-10),0,1,1,1,28,0,12.71,28.0
2023-09-11,"Columbus, GA",GA,Girls Bottoms,S (6-7),1,1,1,1,9,20,12.1,29.0
2023-09-11,"Columbus, GA",GA,Girls Tops,L (12-14),1,2,2,4,22,75,44.23,24.5
2023-09-11,"Macon, GA",GA,Girls Bottoms,M (8-10),1,1,1,2,12,40,22.76,26.0
2023-09-11,"Macon, GA",GA,Girls Dresses,M (8-10),1,1,1,1,25,10,12.62,35.0
2023-09-11,"Macon, GA",GA,Girls Dresses,XS (4-5),1,1,1,2,46,20,27.12,33.0
2023-09-11,"Macon, GA",GA,Girls Tops,L (12-14),0,1,1,2,52,0,26.32,26.0
2023-09-11,"Macon, GA",GA,Girls Tops,L (12-14),1,1,1,1,1,20,9.23,21.0
2023-09-11,"Macon, GA",GA,Girls Tops,S (6-7),0,1,1,1,25,0,11.71,25.0
2023-09-11,"Savannah, GA",GA,Girls Bottoms,M (8-10),1,1,1,2,12,40,25.32,26.0
2023-09-11,"Savannah, GA",GA,Girls Bottoms,XS (4-5),0,1,1,1,23,0,11.85,23.0
2023-09-11,"Savannah, GA",GA,Girls Dresses,M (8-10),0,2,2,3,117,0,54.46,39.0
2023-09-11,"Savannah, GA",GA,Girls Dresses,S (6-7),0,1,1,1,32,0,16.52,32.0
2023-09-11,"Savannah, GA",GA,Girls Dresses,S (6-7),1,1,1,1,21,10,14.49,31.0
2023-09-11,"Savannah, GA",GA,Girls Tops,S (6-7),1,2,2,2,25,25,21.17,25.0
2023-09-11,"Savannah, GA",GA,Girls Tops,XS (4-5),0,1,1,2,48,0,22.64,24.0
2023-09-12,"Atlanta, GA",GA,Girls Bottoms,S (6-7),1,1,1,1,8,15,9.44,23.0
2023-09-12,"Atlanta, GA",GA,Girls Dresses,M (8-10),0,1,1,1,31,0,12.4,31.0
2023-09-12,"Atlanta, GA",GA,Girls Dresses,M (8-10),1,1,1,1,18,20,18.61,38.0
2023-09-12,"Atlanta, GA",GA,Girls Dresses,S (6-7),1,1,1,1,17,15,15.91,32.0
2023-09-12,"Atlanta, GA",GA,Girls Dresses,XS (4-5),1,1,2,5,83,80,80.22,33.0
2023-09-12,"Atlanta, GA",GA,Girls Tops,L (12-14),0,1,1,1,24,0,9.29,24.0
2023-09-12,"Atlanta, GA",GA,Girls Tops,M (8-10),1,1,1,1,7,15,11.1,22.0
2023-09-12,"Augusta, GA",GA,Girls Bottoms,L (12-14),1,2,2,3,25,45,30.96,23.5
2023-09-12,"Augusta, GA",GA,Girls Bottoms,M (8-10),1,1,1,1,18,10,13.83,28.0
2023-09-12,"Augusta, GA",GA,Girls Bottoms,S (6-7),0,1,1,1,23,0,9.89,23.0
2023-09-12,"Augusta, GA",GA,Girls Bottoms,S (6-7),1,1,1,1,5,20,12.74,25.0
2023-09-12,"Augusta, GA",GA,Girls Bottoms,XS (4-5),0,2,2,4,111,0,49.62,28.5
2023-09-12,"Augusta, GA",GA,Girls Dresses,L (12-14),1,1,1,2,48,20,35.44,34.0
2023-09-12,"Augusta, GA",GA,Girls Dresses,M (8-10),1,1,1,1,21,10,12.87,31.0
2023-09-12,"Augusta, GA",GA,Girls Dresses,S (6-7),0,1,1,2,68,0,28.58,34.0
2023-09-12,"Augusta, GA",GA,Girls Dresses,S (6-7),1,1,1,1,21,10,15.73,31.0
2023-09-12,"Augusta, GA",GA,Girls Tops,L (12-14),0,1,1,1,19,0,7.35,19.0
2023-09-12,"Augusta, GA",GA,Girls Tops,L (12-14),1,1,1,1,5,15,8.13,20.0
2023-09-12,"Augusta, GA",GA,Girls Tops,M (8-10),0,1,1,2,38,0,14.56,19.0
2023-09-12,"Augusta, GA",GA,Girls Tops,S (6-7),1,2,2,2,13,35,21.189999999999998,24.0
2023-09-12,"Augusta, GA",GA,Girls Tops,XS (4-5),1,2,2,2,18,30,22.689999999999998,24.0
2023-09-12,"Columbus, GA",GA,Girls Dresses,L (12-14),0,1,1,3,93,0,48.92999999999999,31.0
2023-09-12,"Columbus, GA",GA,Girls Dresses,XS (4-5),0,1,1,1,35,0,16.93,35.0
2023-09-12,"Columbus, GA",GA,Girls Tops,S (6-7),1,1,1,3,33,45,39.69,26.0
2023-09-12,"Columbus, GA",GA,Girls Tops,XS (4-5),1,1,1,1,7,15,9.86,22.0
2023-09-12,"Macon, GA",GA,Girls Bottoms,L (12-14),1,1,1,2,22,40,32.3,31.0
2023-09-12,"Macon, GA",GA,Girls Bottoms,S (6-7),1,1,1,1,9,20,13.53,29.0
2023-09-12,"Macon, GA",GA,Girls Dresses,M (8-10),0,2,2,3,106,0,43.98,34.5
2023-09-12,"Macon, GA",GA,Girls Dresses,M (8-10),1,1,1,2,24,40,29.94,32.0
2023-09-12,"Macon, GA",GA,Girls Dresses,S (6-7),0,1,1,1,37,0,13.89,37.0
