date,airport_code,airport_name,state,format,audience_segment,spend,impressions,placements
2023-11-21,PHX,Phoenix Sky Harbor International Airport,AZ,Baggage Claim Display,Traveling Moms,4417.888571428572,254689.7142857143,11
2023-11-21,SEA,Seattle–Tacoma International Airport,WA,Concourse Wrap,General Travelers,4393.4742857142855,208310.85714285713,10
2023-11-21,SFO,San Francisco International Airport,CA,Jet Bridge,Traveling Moms,3032.562857142857,180381.42857142858,10
2023-11-22,ATL,Hartsfield–Jackson Atlanta International Airport,GA,Jet Bridge,Frequent Flyers,3937.412857142857,163427.57142857142,5
2023-11-22,BOS,Logan International Airport,MA,Concourse Wrap,Family Leisure Travelers,3012.2714285714287,136957.2857142857,7
2023-11-22,BWI,Baltimore/Washington International Airport,MD,Jet Bridge,Frequent Flyers,3884.3914285714286,198506.42857142858,6
2023-11-22,CLT,Charlotte Douglas International Airport,NC,Digital Board,Frequent Flyers,3298.847142857143,141749.2857142857,6
2023-11-22,DEN,Denver International Airport,CO,Digital Board,Frequent Flyers,3016.587142857143,184385.14285714287,9
2023-11-22,DFW,Dallas/Fort Worth International Airport,TX,Concourse Wrap,General Travelers,2584.2985714285714,150814.42857142858,10
2023-11-22,DTW,Detroit Metropolitan Airport,MI,Digital Board,Family Leisure Travelers,2888.691428571429,127504.57142857143,5
2023-11-22,IAH,George Bush Intercontinental Airport,TX,Concourse Wrap,General Travelers,2913.15,121498.28571428571,9
2023-11-22,JFK,John F. Kennedy International Airport,NY,Concourse Wrap,General Travelers,3918.197142857143,216056.85714285713,9
2023-11-22,LAS,Harry Reid International Airport,NV,Digital Board,General Travelers,4523.957142857143,285009.71428571426,10
2023-11-22,LAX,Los Angeles International Airport,CA,Digital Board,Frequent Flyers,4035.2200000000003,246848.57142857142,7
2023-11-22,LGA,LaGuardia Airport,NY,Baggage Claim Display,General Travelers,3562.835714285714,201184.42857142858,4
2023-11-22,MCO,Orlando International Airport,FL,Concourse Wrap,General Travelers,3114.0828571428574,187812.7142857143,6
2023-11-22,MIA,Miami International Airport,FL,Concourse Wrap,General Travelers,3491.902857142857,149284.85714285713,11
2023-11-22,MSP,Minneapolis–Saint Paul International Airport,MN,Digital Board,Family Leisure Travelers,2438.0485714285714,114184.71428571429,11
2023-11-22,ORD,Chicago O'Hare International Airport,IL,Digital Board,Family Leisure Travelers,3571.2871428571425,208889.14285714287,5
2023-11-22,PHL,Philadelphia International Airport,PA,Baggage Claim Display,General Travelers,2640.64,123433.0,9
2023-11-22,PHX,Phoenix Sky Harbor International Airport,AZ,Baggage Claim Display,Traveling Moms,4417.888571428572,254689.7142857143,11
2023-11-22,SEA,Seattle–Tacoma International Airport,WA,Concourse Wrap,General Travelers,4393.4742857142855,208310.85714285713,10
2023-11-22,SFO,San Francisco International Airport,CA,Jet Bridge,Traveling Moms,3032.562857142857,180381.42857142858,10
2023-11-23,ATL,Hartsfield–Jackson Atlanta International Airport,GA,Jet Bridge,Frequent Flyers,3937.412857142857,163427.57142857142,5
2023-11-23,BOS,Logan International Airport,MA,Concourse Wrap,Family Leisure Travelers,3012.2714285714287,136957.2857142857,7
2023-11-23,BWI,Baltimore/Washington International Airport,MD,Jet Bridge,Frequent Flyers,3884.3914285714286,198506.42857142858,6
2023-11-23,CLT,Charlotte Douglas International Airport,NC,Digital Board,Frequent Flyers,3298.847142857143,141749.2857142857,6
2023-11-23,DEN,Denver International Airport,CO,Digital Board,Frequent Flyers,3016.587142857143,184385.14285714287,9
2023-11-23,DFW,Dallas/Fort Worth International Airport,TX,Concourse Wrap,General Travelers,2584.2985714285714,150814.42857142858,10
2023-11-23,DTW,Detroit Metropolitan Airport,MI,Digital Board,Family Leisure Travelers,2888.691428571429,127504.57142857143,5
2023-11-23,IAH,George Bush Intercontinental Airport,TX,Concourse Wrap,General Travelers,2913.15,121498.28571428571,9
2023-11-23,JFK,John F. Kennedy International Airport,NY,Concourse Wrap,General Travelers,3918.197142857143,216056.85714285713,9
2023-11-23,LAS,Harry Reid International Airport,NV,Digital Board,General Travelers,4523.957142857143,285009.71428571426,10
2023-11-23,LAX,Los Angeles International Airport,CA,Digital Board,Frequent Flyers,4035.2200000000003,246848.57142857142,7
2023-11-23,LGA,LaGuardia Airport,NY,Baggage Claim Display,General Travelers,3562.835714285714,201184.42857142858,4
2023-11-23,MCO,Orlando International Airport,FL,Concourse Wrap,General Travelers,3114.0828571428574,187812.7142857143,6
2023-11-23,MIA,Miami International Airport,FL,Concourse Wrap,General Travelers,3491.902857142857,149284.85714285713,11
2023-11-23,MSP,Minneapolis–Saint Paul International Airport,MN,Digital Board,Family Leisure Travelers,2438.0485714285714,114184.71428571429,11
2023-11-23,ORD,Chicago O'Hare International Airport,IL,Digital Board,Family Leisure Travelers,3571.2871428571425,208889.14285714287,5
2023-11-23,PHL,Philadelphia International Airport,PA,Baggage Claim Display,General Travelers,2640.64,123433.0,9
2023-11-23,PHX,Phoenix Sky Harbor International Airport,AZ,Baggage Claim Display,Traveling Moms,4417.888571428572,254689.7142857143,11
2023-11-23,SEA,Seattle–Tacoma International Airport,WA,Concourse Wrap,General Travelers,4393.4742857142855,208310.85714285713,10
2023-11-23,SFO,San Francisco International Airport,CA,Jet Bridge,Traveling Moms,3032.562857142857,180381.42857142858,10
2023-11-24,ATL,Hartsfield–Jackson Atlanta International Airport,GA,Jet Bridge,Frequent Flyers,3937.412857142857,163427.57142857142,5
2023-11-24,BOS,Logan International Airport,MA,Concourse Wrap,Family Leisure Travelers,3012.2714285714287,136957.2857142857,7
2023-11-24,BWI,Baltimore/Washington International Airport,MD,Jet Bridge,Frequent Flyers,3884.3914285714286,198506.42857142858,6
2023-11-24,CLT,Charlotte Douglas International Airport,NC,Digital Board,Frequent Flyers,3298.847142857143,141749.2857142857,6
2023-11-24,DEN,Denver International Airport,CO,Digital Board,Frequent Flyers,3016.587142857143,184385.14285714287,9
2023-11-24,DFW,Dallas/Fort Worth International Airport,TX,Concourse Wrap,General Travelers,2584.2985714285714,150814.42857142858,10
2023-11-24,DTW,Detroit Metropolitan Airport,MI,Digital Board,Family Leisure Travelers,2888.691428571429,127504.57142857143,5
2023-11-24,IAH,George Bush Intercontinental Airport,TX,Concourse Wrap,General Travelers,2913.15,121498.28571428571,9
2023-11-24,JFK,John F. Kennedy International Airport,NY,Concourse Wrap,General Travelers,3918.197142857143,216056.85714285713,9
2023-11-24,LAS,Harry Reid International Airport,NV,Digital Board,General Travelers,4523.957142857143,285009.71428571426,10
2023-11-24,LAX,Los Angeles International Airport,CA,Digital Board,Frequent Flyers,4035.2200000000003,246848.57142857142,7
2023-11-24,LGA,LaGuardia Airport,NY,Baggage Claim Display,General Travelers,3562.835714285714,201184.42857142858,4
2023-11-24,MCO,Orlando International Airport,FL,Concourse Wrap,General Travelers,3114.0828571428574,187812.7142857143,6
2023-11-24,MIA,Miami International Airport,FL,Concourse Wrap,General Travelers,3491.902857142857,149284.85714285713,11
2023-11-24,MSP,Minneapolis–Saint Paul International Airport,MN,Digital Board,Family Leisure Travelers,2438.0485714285714,114184.71428571429,11
2023-11-24,ORD,Chicago O'Hare International Airport,IL,Digital Board,Family Leisure Travelers,3571.2871428571425,208889.14285714287,5
2023-11-24,PHL,Philadelphia International Airport,PA,Baggage Claim Display,General Travelers,2640.64,123433.0,9
2023-11-24,PHX,Phoenix Sky Harbor International Airport,AZ,Baggage Claim Display,Traveling Moms,4417.888571428572,254689.7142857143,11
2023-11-24,SEA,Seattle–Tacoma International Airport,WA,Concourse Wrap,General Travelers,4393.4742857142855,208310.85714285713,10
2023-11-24,SFO,San Francisco International Airport,CA,Jet Bridge,Traveling Moms,3032.562857142857,180381.42857142858,10
2023-11-25,ATL,Hartsfield–Jackson Atlanta International Airport,GA,Jet Bridge,Frequent Flyers,3937.412857142857,163427.57142857142,5
2023-11-25,BOS,Logan International Airport,MA,Concourse Wrap,Family Leisure Travelers,3012.2714285714287,136957.2857142857,7
2023-11-25,BWI,Baltimore/Washington International Airport,MD,Jet Bridge,Frequent Flyers,3884.3914285714286,198506.42857142858,6
2023-11-25,CLT,Charlotte Douglas International Airport,NC,Digital Board,Frequent Flyers,3298.847142857143,141749.2857142857,6
2023-11-25,DEN,Denver International Airport,CO,Digital Board,Frequent Flyers,3016.587142857143,184385.14285714287,9
2023-11-25,DFW,Dallas/Fort Worth International Airport,TX,Concourse Wrap,General Travelers,2584.2985714285714,150814.42857142858,10
2023-11-25,DTW,Detroit Metropolitan Airport,MI,Digital Board,Family Leisure Travelers,2888.691428571429,127504.57142857143,5
2023-11-25,IAH,George Bush Intercontinental Airport,TX,Concourse Wrap,General Travelers,2913.15,121498.28571428571,9
2023-11-25,JFK,John F. Kennedy International Airport,NY,Concourse Wrap,General Travelers,3918.197142857143,216056.85714285713,9
2023-11-25,LAS,Harry Reid International Airport,NV,Digital Board,General Travelers,4523.957142857143,285009.71428571426,10
2023-11-25,LAX,Los Angeles International Airport,CA,Digital Board,Frequent Flyers,4035.2200000000003,246848.57142857142,7
2023-11-25,LGA,LaGuardia Airport,NY,Baggage Claim Display,General Travelers,3562.835714285714,201184.42857142858,4
2023-11-25,MCO,Orlando International Airport,FL,Concourse Wrap,General Travelers,3114.0828571428574,187812.7142857143,6
2023-11-25,MIA,Miami International Airport,FL,Concourse Wrap,General Travelers,3491.902857142857,149284.85714285713,11
2023-11-25,MSP,Minneapolis–Saint Paul International Airport,MN,Digital Board,Family Leisure Travelers,2438.0485714285714,114184.71428571429,11
2023-11-25,ORD,Chicago O'Hare International Airport,IL,Digital Board,Family Leisure Travelers,3571.2871428571425,208889.14285714287,5
2023-11-25,PHL,Philadelphia International Airport,PA,Baggage Claim Display,General Travelers,2640.64,123433.0,9
2023-11-25,PHX,Phoenix Sky Harbor International Airport,AZ,Baggage Claim Display,Traveling Moms,4417.888571428572,254689.7142857143,11
2023-11-25,SEA,Seattle–Tacoma International Airport,WA,Concourse Wrap,General Travelers,4393.4742857142855,208310.85714285713,10
2023-11-25,SFO,San Francisco International Airport,CA,Jet Bridge,Traveling Moms,3032.562857142857,180381.42857142858,10
2023-11-26,ATL,Hartsfield–Jackson Atlanta International Airport,GA,Jet Bridge,Frequent Flyers,3937.412857142857,163427.57142857142,5
2023-11-26,BOS,Logan International Airport,MA,Concourse Wrap,Family Leisure Travelers,3012.2714285714287,136957.2857142857,7
2023-11-26,BWI,Baltimore/Washington International Airport,MD,Jet Bridge,Frequent Flyers,3884.3914285714286,198506.42857142858,6
2023-11-26,CLT,Charlotte Douglas International Airport,NC,Digital Board,Frequent Flyers,3298.847142857143,141749.2857142857,6
2023-11-26,DEN,Denver International Airport,CO,Digital Board,Frequent Flyers,3016.587142857143,184385.14285714287,9
2023-11-26,DFW,Dallas/Fort Worth International Airport,TX,Concourse Wrap,General Travelers,2584.2985714285714,150814.42857142858,10
2023-11-26,DTW,Detroit Metropolitan Airport,MI,Digital Board,Family Leisure Travelers,2888.691428571429,127504.57142857143,5
2023-11-26,IAH,George Bush Intercontinental Airport,TX,Concourse Wrap,General Travelers,2913.15,121498.28571428571,9
2023-11-26,JFK,John F. Kennedy International Airport,NY,Concourse Wrap,General Travelers,3918.197142857143,216056.85714285713,9
2023-11-26,LAS,Harry Reid International Airport,NV,Digital Board,General Travelers,4523.957142857143,285009.71428571426,10
2023-11-26,LAX,Los Angeles International Airport,CA,Digital Board,Frequent Flyers,4035.2200000000003,246848.57142857142,7
2023-11-26,LGA,LaGuardia Airport,NY,Baggage Claim Display,General Travelers,3562.835714285714,201184.42857142858,4
2023-11-26,MCO,Orlando International Airport,FL,Concourse Wrap,General Travelers,3114.0828571428574,187812.7142857143,6
2023-11-26,MIA,Miami International Airport,FL,Concourse Wrap,General Travelers,3491.902857142857,149284.85714285713,11
2023-11-26,MSP,Minneapolis–Saint Paul International Airport,MN,Digital Board,Family Leisure Travelers,2438.0485714285714,114184.71428571429,11
2023-11-26,ORD,Chicago O'Hare International Airport,IL,Digital Board,Family Leisure Travelers,3571.2871428571425,208889.14285714287,5
2023-11-26,PHL,Philadelphia International Airport,PA,Baggage Claim Display,General Travelers,2640.64,123433.0,9
2023-11-26,PHX,Phoenix Sky Harbor International Airport,AZ,Baggage Claim Display,Traveling Moms,4417.888571428572,254689.7142857143,11
2023-11-26,SEA,Seattle–Tacoma International Airport,WA,Concourse Wrap,General Travelers,4393.4742857142855,208310.85714285713,10
2023-11-26,SFO,San Francisco International Airport,CA,Jet Bridge,Traveling Moms,3032.562857142857,180381.42857142858,10
2023-11-27,ATL,Hartsfield–Jackson Atlanta International Airport,GA,Concourse Wrap,Frequent Flyers,3552.2400000000002,149144.14285714287,10
2023-11-27,BOS,Logan International Airport,MA,Jet Bridge,Frequent Flyers,2816.445714285714,132728.57142857142,10
2023-11-27,BWI,Baltimore/Washington International Airport,MD,Concourse Wrap,General Travelers,3862.2357142857145,162757.57142857142,6
2023-11-27,CLT,Charlotte Douglas International Airport,NC,Baggage Claim Display,Family Leisure Travelers,2953.9171428571426,153206.14285714287,8
2023-11-27,DEN,Denver International Airport,CO,Jet Bridge,General Travelers,3233.5457142857144,194326.57142857142,3
2023-11-27,DFW,Dallas/Fort Worth International Airport,TX,Baggage Claim Display,Family Leisure Travelers,2916.0457142857144,124034.0,6
2023-11-27,DTW,Detroit Metropolitan Airport,MI,Baggage Claim Display,Traveling Moms,3668.2657142857142,190500.14285714287,5
2023-11-27,IAH,George Bush Intercontinental Airport,TX,Digital Board,Frequent Flyers,2718.837142857143,135479.14285714287,10
2023-11-27,JFK,John F. Kennedy International Airport,NY,Concourse Wrap,Frequent Flyers,4082.7557142857145,192442.42857142858,9
2023-11-27,LAS,Harry Reid International Airport,NV,Digital Board,Frequent Flyers,4263.681428571429,256362.85714285713,6
2023-11-27,LAX,Los Angeles International Airport,CA,Baggage Claim Display,General Travelers,3295.1885714285713,201883.85714285713,6
2023-11-27,LGA,LaGuardia Airport,NY,Digital Board,Traveling Moms,3493.182857142857,173661.14285714287,11
2023-11-27,MCO,Orlando International Airport,FL,Jet Bridge,Traveling Moms,4381.4,263246.71428571426,7
2023-11-27,MIA,Miami International Airport,FL,Baggage Claim Display,Frequent Flyers,3516.2599999999998,225661.57142857142,6
2023-11-27,MSP,Minneapolis–Saint Paul International Airport,MN,Digital Board,Frequent Flyers,3493.7714285714287,210205.42857142858,10
2023-11-27,ORD,Chicago O'Hare International Airport,IL,Jet Bridge,Traveling Moms,4017.714285714286,228786.14285714287,5
2023-11-27,PHL,Philadelphia International Airport,PA,Concourse Wrap,Family Leisure Travelers,3744.8614285714284,180138.14285714287,10
2023-11-27,PHX,Phoenix Sky Harbor International Airport,AZ,Jet Bridge,General Travelers,2905.952857142857,164197.7142857143,6
2023-11-27,SEA,Seattle–Tacoma International Airport,WA,Concourse Wrap,General Travelers,3313.965714285714,208335.85714285713,6
2023-11-27,SFO,San Francisco International Airport,CA,Digital Board,Frequent Flyers,3280.98,145825.2857142857,7
2023-11-28,ATL,Hartsfield–Jackson Atlanta International Airport,GA,Concourse Wrap,Frequent Flyers,3552.2400000000002,149144.14285714287,10
2023-11-28,BOS,Logan International Airport,MA,Jet Bridge,Frequent Flyers,2816.445714285714,132728.57142857142,10
2023-11-28,BWI,Baltimore/Washington International Airport,MD,Concourse Wrap,General Travelers,3862.2357142857145,162757.57142857142,6
2023-11-28,CLT,Charlotte Douglas International Airport,NC,Baggage Claim Display,Family Leisure Travelers,2953.9171428571426,153206.14285714287,8
2023-11-28,DEN,Denver International Airport,CO,Jet Bridge,General Travelers,3233.5457142857144,194326.57142857142,3
2023-11-28,DFW,Dallas/Fort Worth International Airport,TX,Baggage Claim Display,Family Leisure Travelers,2916.0457142857144,124034.0,6
2023-11-28,DTW,Detroit Metropolitan Airport,MI,Baggage Claim Display,Traveling Moms,3668.2657142857142,190500.14285714287,5
2023-11-28,IAH,George Bush Intercontinental Airport,TX,Digital Board,Frequent Flyers,2718.837142857143,135479.14285714287,10
2023-11-28,JFK,John F. Kennedy International Airport,NY,Concourse Wrap,Frequent Flyers,4082.7557142857145,192442.42857142858,9
2023-11-28,LAS,Harry Reid International Airport,NV,Digital Board,Frequent Flyers,4263.681428571429,256362.85714285713,6
2023-11-28,LAX,Los Angeles International Airport,CA,Baggage Claim Display,General Travelers,3295.1885714285713,201883.85714285713,6
2023-11-28,LGA,LaGuardia Airport,NY,Digital Board,Traveling Moms,3493.182857142857,173661.14285714287,11
2023-11-28,MCO,Orlando International Airport,FL,Jet Bridge,Traveling Moms,4381.4,263246.71428571426,7
2023-11-28,MIA,Miami International Airport,FL,Baggage Claim Display,Frequent Flyers,3516.2599999999998,225661.57142857142,6
2023-11-28,MSP,Minneapolis–Saint Paul International Airport,MN,Digital Board,Frequent Flyers,3493.7714285714287,210205.42857142858,10
2023-11-28,ORD,Chicago O'Hare International Airport,IL,Jet Bridge,Traveling Moms,4017.714285714286,228786.14285714287,5
2023-11-28,PHL,Philadelphia International Airport,PA,Concourse Wrap,Family Leisure Travelers,3744.8614285714284,180138.14285714287,10
2023-11-28,PHX,Phoenix Sky Harbor International Airport,AZ,Jet Bridge,General Travelers,2905.952857142857,164197.7142857143,6
2023-11-28,SEA,Seattle–Tacoma International Airport,WA,Concourse Wrap,General Travelers,3313.965714285714,208335.85714285713,6
2023-11-28,SFO,San Francisco International Airport,CA,Digital Board,Frequent Flyers,3280.98,145825.2857142857,7
2023-11-29,ATL,Hartsfield–Jackson Atlanta International Airport,GA,Concourse Wrap,Frequent Flyers,3552.2400000000002,149144.14285714287,10
2023-11-29,BOS,Logan International Airport,MA,Jet Bridge,Frequent Flyers,2816.445714285714,132728.57142857142,10
2023-11-29,BWI,Baltimore/Washington International Airport,MD,Concourse Wrap,General Travelers,3862.2357142857145,162757.57142857142,6
2023-11-29,CLT,Charlotte Douglas International Airport,NC,Baggage Claim Display,Family Leisure Travelers,2953.9171428571426,153206.14285714287,8
2023-11-29,DEN,Denver International Airport,CO,Jet Bridge,General Travelers,3233.5457142857144,194326.57142857142,3
2023-11-29,DFW,Dallas/Fort Worth International Airport,TX,Baggage Claim Display,Family Leisure Travelers,2916.0457142857144,124034.0,6
2023-11-29,DTW,Detroit Metropolitan Airport,MI,Baggage Claim Display,Traveling Moms,3668.2657142857142,190500.14285714287,5
2023-11-29,IAH,George Bush Intercontinental Airport,TX,Digital Board,Frequent Flyers,2718.837142857143,135479.14285714287,10
2023-11-29,JFK,John F. Kennedy International Airport,NY,Concourse Wrap,Frequent Flyers,4082.7557142857145,192442.42857142858,9
2023-11-29,LAS,Harry Reid International Airport,NV,Digital Board,Frequent Flyers,4263.681428571429,256362.85714285713,6
2023-11-29,LAX,Los Angeles International Airport,CA,Baggage Claim Display,General Travelers,3295.1885714285713,201883.85714285713,6
2023-11-29,LGA,LaGuardia Airport,NY,Digital Board,Traveling Moms,3493.182857142857,173661.14285714287,11
2023-11-29,MCO,Orlando International Airport,FL,Jet Bridge,Traveling Moms,4381.4,263246.71428571426,7
2023-11-29,MIA,Miami International Airport,FL,Baggage Claim Display,Frequent Flyers,3516.2599999999998,225661.57142857142,6
2023-11-29,MSP,Minneapolis–Saint Paul International Airport,MN,Digital Board,Frequent Flyers,3493.7714285714287,210205.42857142858,10
2023-11-29,ORD,Chicago O'Hare International Airport,IL,Jet Bridge,Traveling Moms,4017.714285714286,228786.14285714287,5
2023-11-29,PHL,Philadelphia International Airport,PA,Concourse Wrap,Family Leisure Travelers,3744.8614285714284,180138.14285714287,10
2023-11-29,PHX,Phoenix Sky Harbor International Airport,AZ,Jet Bridge,General Travelers,2905.952857142857,164197.7142857143,6
2023-11-29,SEA,Seattle–Tacoma International Airport,WA,Concourse Wrap,General Travelers,3313.965714285714,208335.85714285713,6
2023-11-29,SFO,San Francisco International Airport,CA,Digital Board,Frequent Flyers,3280.98,145825.2857142857,7
2023-11-30,ATL,Hartsfield–Jackson Atlanta International Airport,GA,Concourse Wrap,Frequent Flyers,3552.2400000000002,149144.14285714287,10
2023-11-30,BOS,Logan International Airport,MA,Jet Bridge,Frequent Flyers,2816.445714285714,132728.57142857142,10
2023-11-30,BWI,Baltimore/Washington International Airport,MD,Concourse Wrap,General Travelers,3862.2357142857145,162757.57142857142,6
2023-11-30,CLT,Charlotte Douglas International Airport,NC,Baggage Claim Display,Family Leisure Travelers,2953.9171428571426,153206.14285714287,8
2023-11-30,DEN,Denver International Airport,CO,Jet Bridge,General Travelers,3233.5457142857144,194326.57142857142,3
2023-11-30,DFW,Dallas/Fort Worth International Airport,TX,Baggage Claim Display,Family Leisure Travelers,2916.0457142857144,124034.0,6
2023-11-30,DTW,Detroit Metropolitan Airport,MI,Baggage Claim Display,Traveling Moms,3668.2657142857142,190500.14285714287,5
2023-11-30,IAH,George Bush Intercontinental Airport,TX,Digital Board,Frequent Flyers,2718.837142857143,135479.14285714287,10
2023-11-30,JFK,John F. Kennedy International Airport,NY,Concourse Wrap,Frequent Flyers,4082.7557142857145,192442.42857142858,9
2023-11-30,LAS,Harry Reid International Airport,NV,Digital Board,Frequent Flyers,4263.681428571429,256362.85714285713,6
2023-11-30,LAX,Los Angeles International Airport,CA,Baggage Claim Display,General Travelers,3295.1885714285713,201883.85714285713,6
2023-11-30,LGA,LaGuardia Airport,NY,Digital Board,Traveling Moms,3493.182857142857,173661.14285714287,11
2023-11-30,MCO,Orlando International Airport,FL,Jet Bridge,Traveling Moms,4381.4,263246.71428571426,7
2023-11-30,MIA,Miami International Airport,FL,Baggage Claim Display,Frequent Flyers,3516.2599999999998,225661.57142857142,6
2023-11-30,MSP,Minneapolis–Saint Paul International Airport,MN,Digital Board,Frequent Flyers,3493.7714285714287,210205.42857142858,10
2023-11-30,ORD,Chicago O'Hare International Airport,IL,Jet Bridge,Traveling Moms,4017.714285714286,228786.14285714287,5
2023-11-30,PHL,Philadelphia International Airport,PA,Concourse Wrap,Family Leisure Travelers,3744.8614285714284,180138.14285714287,10
2023-11-30,PHX,Phoenix Sky Harbor International Airport,AZ,Jet Bridge,General Travelers,2905.952857142857,164197.7142857143,6
2023-11-30,SEA,Seattle–Tacoma International Airport,WA,Concourse Wrap,General Travelers,3313.965714285714,208335.85714285713,6
2023-11-30,SFO,San Francisco International Airport,CA,Digital Board,Frequent Flyers,3280.98,145825.2857142857,7
2023-12-01,ATL,Hartsfield–Jackson Atlanta International Airport,GA,Concourse Wrap,Frequent Flyers,3552.2400000000002,149144.14285714287,10
2023-12-01,BOS,Logan International Airport,MA,Jet Bridge,Frequent Flyers,2816.445714285714,132728.57142857142,10
2023-12-01,BWI,Baltimore/Washington International Airport,MD,Concourse Wrap,General Travelers,3862.2357142857145,162757.57142857142,6
2023-12-01,CLT,Charlotte Douglas International Airport,NC,Baggage Claim Display,Family Leisure Travelers,2953.9171428571426,153206.14285714287,8
2023-12-01,DEN,Denver International Airport,CO,Jet Bridge,General Travelers,3233.5457142857144,194326.57142857142,3
2023-12-01,DFW,Dallas/Fort Worth International Airport,TX,Baggage Claim Display,Family Leisure Travelers,2916.0457142857144,124034.0,6
2023-12-01,DTW,Detroit Metropolitan Airport,MI,Baggage Claim Display,Traveling Moms,3668.2657142857142,190500.14285714287,5
2023-12-01,IAH,George Bush Intercontinental Airport,TX,Digital Board,Frequent Flyers,2718.837142857143,135479.14285714287,10
2023-12-01,JFK,John F. Kennedy International Airport,NY,Concourse Wrap,Frequent Flyers,4082.7557142857145,192442.42857142858,9
2023-12-01,LAS,Harry Reid International Airport,NV,Digital Board,Frequent Flyers,4263.681428571429,256362.85714285713,6
2023-12-01,LAX,Los Angeles International Airport,CA,Baggage Claim Display,General Travelers,3295.1885714285713,201883.85714285713,6
2023-12-01,LGA,LaGuardia Airport,NY,Digital Board,Traveling Moms,3493.182857142857,173661.14285714287,11
2023-12-01,MCO,Orlando International Airport,FL,Jet Bridge,Traveling Moms,4381.4,263246.71428571426,7
2023-12-01,MIA,Miami International Airport,FL,Baggage Claim Display,Frequent Flyers,3516.2599999999998,225661.57142857142,6
2023-12-01,MSP,Minneapolis–Saint Paul International Airport,MN,Digital Board,Frequent Flyers,3493.7714285714287,210205.42857142858,10
2023-12-01,ORD,Chicago O'Hare International Airport,IL,Jet Bridge,Traveling Moms,4017.714285714286,228786.14285714287,5
2023-12-01,PHL,Philadelphia International Airport,PA,Concourse Wrap,Family Leisure Travelers,3744.8614285714284,180138.14285714287,10
2023-12-01,PHX,Phoenix Sky Harbor International Airport,AZ,Jet Bridge,General Travelers,2905.952857142857,164197.7142857143,6
2023-12-01,SEA,Seattle–Tacoma International Airport,WA,Concourse Wrap,General Travelers,3313.965714285714,208335.85714285713,6
2023-12-01,SFO,San Francisco International Airport,CA,Digital Board,Frequent Flyers,3280.98,145825.2857142857,7
2023-12-02,ATL,Hartsfield–Jackson Atlanta International Airport,GA,Concourse Wrap,Frequent Flyers,3552.2400000000002,149144.14285714287,10
2023-12-02,BOS,Logan International Airport,MA,Jet Bridge,Frequent Flyers,2816.445714285714,132728.57142857142,10
2023-12-02,BWI,Baltimore/Washington International Airport,MD,Concourse Wrap,General Travelers,3862.2357142857145,162757.57142857142,6
2023-12-02,CLT,Charlotte Douglas International Airport,NC,Baggage Claim Display,Family Leisure Travelers,2953.9171428571426,153206.14285714287,8
2023-12-02,DEN,Denver International Airport,CO,Jet Bridge,General Travelers,3233.5457142857144,194326.57142857142,3
2023-12-02,DFW,Dallas/Fort Worth International Airport,TX,Baggage Claim Display,Family Leisure Travelers,2916.0457142857144,124034.0,6
2023-12-02,DTW,Detroit Metropolitan Airport,MI,Baggage Claim Display,Traveling Moms,3668.2657142857142,190500.14285714287,5
2023-12-02,IAH,George Bush Intercontinental Airport,TX,Digital Board,Frequent Flyers,2718.837142857143,135479.14285714287,10
2023-12-02,JFK,John F. Kennedy International Airport,NY,Concourse Wrap,Frequent Flyers,4082.7557142857145,192442.42857142858,9
2023-12-02,LAS,Harry Reid International Airport,NV,Digital Board,Frequent Flyers,4263.681428571429,256362.85714285713,6
2023-12-02,LAX,Los Angeles International Airport,CA,Baggage Claim Display,General Travelers,3295.1885714285713,201883.85714285713,6
2023-12-02,LGA,LaGuardia Airport,NY,Digital Board,Traveling Moms,3493.182857142857,173661.14285714287,11
2023-12-02,MCO,Orlando International Airport,FL,Jet Bridge,Traveling Moms,4381.4,263246.71428571426,7
2023-12-02,MIA,Miami International Airport,FL,Baggage Claim Display,Frequent Flyers,3516.2599999999998,225661.57142857142,6
2023-12-02,MSP,Minneapolis–Saint Paul International Airport,MN,Digital Board,Frequent Flyers,3493.7714285714287,210205.42857142858,10
2023-12-02,ORD,Chicago O'Hare International Airport,IL,Jet Bridge,Traveling Moms,4017.714285714286,228786.14285714287,5
2023-12-02,PHL,Philadelphia International Airport,PA,Concourse Wrap,Family Leisure Travelers,3744.8614285714284,180138.14285714287,10
2023-12-02,PHX,Phoenix Sky Harbor International Airport,AZ,Jet Bridge,General Travelers,2905.952857142857,164197.7142857143,6
2023-12-02,SEA,Seattle–Tacoma International Airport,WA,Concourse Wrap,General Travelers,3313.965714285714,208335.85714285713,6
2023-12-02,SFO,San Francisco International Airport,CA,Digital Board,Frequent Flyers,3280.98,145825.2857142857,7
2023-12-03,ATL,Hartsfield–Jackson Atlanta International Airport,GA,Concourse Wrap,Frequent Flyers,3552.2400000000002,149144.14285714287,10
2023-12-03,BOS,Logan International Airport,MA,Jet Bridge,Frequent Flyers,2816.445714285714,132728.57142857142,10
2023-12-03,BWI,Baltimore/Washington International Airport,MD,Concourse Wrap,General Travelers,3862.2357142857145,162757.57142857142,6
2023-12-03,CLT,Charlotte Douglas International Airport,NC,Baggage Claim Display,Family Leisure Travelers,2953.9171428571426,153206.14285714287,8
2023-12-03,DEN,Denver International Airport,CO,Jet Bridge,General Travelers,3233.5457142857144,194326.57142857142,3
