date,channel,campaign_name,campaign_id,dma_name,state,spend,impressions,link_clicks,video_views,video_75pct,video_completes,optimization_goal,age_target,audience_segment
2024-05-18,Pinterest,Pinterest Always On,PI_4556,"Savannah, GA",GA,97.95,5227,207,2408,794,595,Traffic,18-24,Moms & Daughters
2023-08-11,Pinterest,Pinterest BTS Moms,PI_6623,"Savannah, GA",GA,47.19,1972,50,1154,494,357,Video Views,25-34,Suburban Moms
2024-03-28,Pinterest,Pinterest Teen Trends,PI_4922,"Savannah, GA",GA,162.31,10996,213,4575,2176,1850,Conversions,25-34,Suburban Moms
2024-04-26,Pinterest,Pinterest Always On,PI_4556,"Macon, GA",GA,66.91,3929,116,2053,816,698,Conversions,25-34,Teen Daughters
2023-01-29,Pinterest,Pinterest Always On,PI_4556,"Savannah, GA",GA,292.17,15976,617,8069,4427,3860,Conversions,18-24,Teen Daughters
2023-07-01,Pinterest,Pinterest BTS Moms,PI_6623,"Savannah, GA",GA,90.08,4519,134,2440,1151,1007,Traffic,18-24,Suburban Moms
2024-04-01,Pinterest,Pinterest Teen Trends,PI_4922,"Macon, GA",GA,127.68,7899,158,4696,1974,1729,Conversions,35-44,Teen Daughters
2023-05-29,Pinterest,Pinterest BTS Moms,PI_6623,"Augusta, GA",GA,181.63,9241,135,3742,1685,1288,Video Views,35-44,Moms & Daughters
2023-01-16,Pinterest,Pinterest BTS Moms,PI_6623,"Savannah, GA",GA,59.75,4044,67,2239,1299,1058,Conversions,35-44,Teen Daughters
2024-01-10,Pinterest,Pinterest BTS Moms,PI_6623,"Savannah, GA",GA,81.32,4349,89,1609,675,556,Conversions,18-24,Teen Daughters
2024-01-13,Pinterest,Pinterest BTS Moms,PI_6623,"Augusta, GA",GA,15.06,1010,30,344,112,67,Traffic,13-17,Teen Daughters
2023-02-16,Pinterest,Pinterest BTS Moms,PI_6623,"Savannah, GA",GA,106.91,4440,63,2314,871,682,Video Views,18-24,Teen Daughters
2023-03-11,Pinterest,Pinterest BTS Moms,PI_6623,"Augusta, GA",GA,38.95,2649,88,1145,422,367,Video Views,13-17,Moms & Daughters
2023-08-03,Pinterest,Pinterest BTS Moms,PI_6623,"Atlanta, GA",GA,181.58,9757,229,5713,3116,2241,Traffic,13-17,Moms & Daughters
2023-03-29,Pinterest,Pinterest Teen Trends,PI_4922,"Macon, GA",GA,80.74,4815,74,1560,553,444,Conversions,25-34,Teen Daughters
2023-04-27,Pinterest,Pinterest Teen Trends,PI_4922,"Savannah, GA",GA,177.12,9749,323,3419,1563,1248,Traffic,35-44,Suburban Moms
2024-02-23,Pinterest,Pinterest BTS Moms,PI_6623,"Atlanta, GA",GA,230.09,13500,291,6763,2663,1966,Conversions,35-44,Teen Daughters
2023-09-27,Pinterest,Pinterest Teen Trends,PI_4922,"Columbus, GA",GA,326.82,14075,392,7134,3377,2295,Video Views,25-34,Teen Daughters
2024-01-28,Pinterest,Pinterest Teen Trends,PI_4922,"Savannah, GA",GA,108.82,7150,190,3742,1397,861,Conversions,13-17,Suburban Moms
2024-02-20,Pinterest,Pinterest BTS Moms,PI_6623,"Augusta, GA",GA,116.84,6257,169,3487,2311,1415,Traffic,35-44,Suburban Moms
2024-01-03,Pinterest,Pinterest Always On,PI_4556,"Augusta, GA",GA,253.45,12544,248,7175,3841,2781,Conversions,13-17,Suburban Moms
2023-03-17,Pinterest,Pinterest BTS Moms,PI_6623,"Savannah, GA",GA,121.1,7884,155,4621,2247,1474,Conversions,35-44,Suburban Moms
2024-01-12,Pinterest,Pinterest Always On,PI_4556,"Augusta, GA",GA,114.2,5690,188,3315,1595,1283,Conversions,35-44,Teen Daughters
2023-09-01,Pinterest,Pinterest Always On,PI_4556,"Augusta, GA",GA,181.87,9952,227,3129,1503,1329,Video Views,35-44,Teen Daughters
2023-09-10,Pinterest,Pinterest Always On,PI_4556,"Savannah, GA",GA,83.39,3944,149,1945,832,756,Video Views,35-44,Suburban Moms
2023-01-04,Pinterest,Pinterest Teen Trends,PI_4922,"Columbus, GA",GA,204.12,8501,154,2934,1084,672,Video Views,35-44,Suburban Moms
2023-11-19,Pinterest,Pinterest BTS Moms,PI_6623,"Columbus, GA",GA,193.04,12109,472,6648,2475,2258,Traffic,13-17,Teen Daughters
2023-06-10,Pinterest,Pinterest Teen Trends,PI_4922,"Augusta, GA",GA,41.83,2411,43,920,392,297,Video Views,35-44,Moms & Daughters
2024-06-02,Pinterest,Pinterest BTS Moms,PI_6623,"Macon, GA",GA,398.5,16042,609,7158,2748,2276,Traffic,35-44,Teen Daughters
2024-03-06,Pinterest,Pinterest Teen Trends,PI_4922,"Macon, GA",GA,88.75,5179,169,1829,699,423,Conversions,18-24,Teen Daughters
2023-07-19,Pinterest,Pinterest BTS Moms,PI_6623,"Augusta, GA",GA,87.62,5210,106,2106,1004,700,Traffic,18-24,Suburban Moms
2023-01-07,Pinterest,Pinterest BTS Moms,PI_6623,"Augusta, GA",GA,75.68,4809,70,2401,906,840,Video Views,35-44,Suburban Moms
2023-09-25,Pinterest,Pinterest Teen Trends,PI_4922,"Augusta, GA",GA,89.87,6269,151,3028,1285,933,Conversions,18-24,Suburban Moms
2023-03-06,Pinterest,Pinterest BTS Moms,PI_6623,"Atlanta, GA",GA,102.82,4772,50,2561,1100,779,Conversions,13-17,Moms & Daughters
2023-05-12,Pinterest,Pinterest BTS Moms,PI_6623,"Atlanta, GA",GA,143.22,6723,217,3144,1621,1274,Video Views,35-44,Suburban Moms
2023-09-10,Pinterest,Pinterest BTS Moms,PI_6623,"Savannah, GA",GA,485.97,21894,276,11854,5855,5533,Traffic,35-44,Teen Daughters
2023-02-28,Pinterest,Pinterest Teen Trends,PI_4922,"Augusta, GA",GA,128.56,8768,275,4236,1179,877,Conversions,18-24,Suburban Moms
2024-05-21,Pinterest,Pinterest Teen Trends,PI_4922,"Macon, GA",GA,194.13,13513,370,5014,2998,2034,Traffic,35-44,Moms & Daughters
2023-01-11,Pinterest,Pinterest BTS Moms,PI_6623,"Augusta, GA",GA,109.67,5850,107,3332,910,598,Video Views,35-44,Suburban Moms
2023-06-23,Pinterest,Pinterest Always On,PI_4556,"Columbus, GA",GA,71.5,3221,40,1086,489,461,Conversions,13-17,Teen Daughters
2024-01-14,Pinterest,Pinterest BTS Moms,PI_6623,"Savannah, GA",GA,194.86,9846,301,5642,2196,1329,Video Views,13-17,Moms & Daughters
2023-02-10,Pinterest,Pinterest Always On,PI_4556,"Macon, GA",GA,82.56,5606,116,2309,1152,783,Video Views,18-24,Moms & Daughters
2023-05-03,Pinterest,Pinterest BTS Moms,PI_6623,"Macon, GA",GA,48.2,3345,56,1044,519,352,Video Views,18-24,Moms & Daughters
2024-06-21,Pinterest,Pinterest Always On,PI_4556,"Savannah, GA",GA,50.21,2734,100,1221,631,380,Conversions,13-17,Suburban Moms
2023-03-21,Pinterest,Pinterest BTS Moms,PI_6623,"Savannah, GA",GA,20.37,1000,17,368,177,139,Video Views,13-17,Suburban Moms
2023-10-18,Pinterest,Pinterest Always On,PI_4556,"Savannah, GA",GA,12.56,582,18,194,104,82,Conversions,25-34,Suburban Moms
2023-01-30,Pinterest,Pinterest BTS Moms,PI_6623,"Columbus, GA",GA,339.12,14632,473,7698,3874,2405,Video Views,35-44,Suburban Moms
2024-06-22,Pinterest,Pinterest Teen Trends,PI_4922,"Macon, GA",GA,136.66,9472,124,3209,1174,1057,Conversions,13-17,Moms & Daughters
2023-04-27,Pinterest,Pinterest Teen Trends,PI_4922,"Augusta, GA",GA,72.31,4995,184,2590,1040,751,Video Views,18-24,Teen Daughters
2023-04-24,Pinterest,Pinterest Always On,PI_4556,"Augusta, GA",GA,111.28,6358,122,2765,1385,1020,Video Views,18-24,Suburban Moms
2023-02-09,Pinterest,Pinterest Teen Trends,PI_4922,"Augusta, GA",GA,78.43,5465,82,1746,531,360,Video Views,18-24,Moms & Daughters
2023-05-07,Pinterest,Pinterest Teen Trends,PI_4922,"Augusta, GA",GA,83.44,5318,78,2434,1012,908,Traffic,25-34,Suburban Moms
2023-03-30,Pinterest,Pinterest Always On,PI_4556,"Atlanta, GA",GA,42.13,2362,46,809,410,371,Traffic,18-24,Moms & Daughters
2024-05-06,Pinterest,Pinterest Always On,PI_4556,"Macon, GA",GA,187.91,8771,317,4183,2068,1505,Video Views,35-44,Moms & Daughters
2023-10-12,Pinterest,Pinterest Teen Trends,PI_4922,"Augusta, GA",GA,114.87,4919,113,2011,1087,1003,Conversions,35-44,Suburban Moms
2024-05-03,Pinterest,Pinterest Always On,PI_4556,"Augusta, GA",GA,193.74,8282,246,3172,1241,1037,Video Views,25-34,Moms & Daughters
2023-05-08,Pinterest,Pinterest Always On,PI_4556,"Columbus, GA",GA,100.26,5593,139,2676,1231,979,Video Views,13-17,Teen Daughters
2023-02-26,Pinterest,Pinterest Teen Trends,PI_4922,"Augusta, GA",GA,293.4,16184,519,5219,2172,1594,Conversions,18-24,Suburban Moms
2024-05-29,Pinterest,Pinterest Always On,PI_4556,"Augusta, GA",GA,273.27,16278,576,7896,2311,1752,Conversions,35-44,Moms & Daughters
2023-08-14,Pinterest,Pinterest Always On,PI_4556,"Augusta, GA",GA,229.75,14496,413,8249,3411,2551,Traffic,18-24,Suburban Moms
2023-02-11,Pinterest,Pinterest BTS Moms,PI_6623,"Macon, GA",GA,119.84,8245,304,4755,1913,1241,Conversions,18-24,Suburban Moms
2023-05-26,Pinterest,Pinterest BTS Moms,PI_6623,"Macon, GA",GA,65.28,3896,73,1859,777,624,Traffic,18-24,Teen Daughters
2024-03-26,Pinterest,Pinterest Always On,PI_4556,"Columbus, GA",GA,187.78,9917,156,3128,1111,678,Traffic,35-44,Suburban Moms
2024-01-21,Pinterest,Pinterest Always On,PI_4556,"Augusta, GA",GA,430.2,17372,371,9126,3724,2240,Conversions,18-24,Moms & Daughters
2023-11-17,Pinterest,Pinterest Teen Trends,PI_4922,"Macon, GA",GA,302.03,14782,205,7986,3185,2540,Conversions,13-17,Teen Daughters
2023-10-03,Pinterest,Pinterest BTS Moms,PI_6623,"Atlanta, GA",GA,74.56,3292,106,1005,378,250,Traffic,25-34,Suburban Moms
2023-02-20,Pinterest,Pinterest BTS Moms,PI_6623,"Augusta, GA",GA,100.65,5531,217,1780,951,830,Conversions,13-17,Moms & Daughters
2024-03-24,Pinterest,Pinterest Teen Trends,PI_4922,"Columbus, GA",GA,117.04,5229,201,2151,1065,853,Traffic,35-44,Suburban Moms
2023-12-24,Pinterest,Pinterest Teen Trends,PI_4922,"Augusta, GA",GA,69.49,4406,94,2612,1258,787,Traffic,18-24,Suburban Moms
2023-11-08,Pinterest,Pinterest BTS Moms,PI_6623,"Macon, GA",GA,126.62,7956,166,4489,2007,1709,Video Views,13-17,Suburban Moms
2023-07-05,Pinterest,Pinterest Teen Trends,PI_4922,"Atlanta, GA",GA,185.85,8571,333,3434,1484,1357,Video Views,25-34,Teen Daughters
2023-09-05,Pinterest,Pinterest BTS Moms,PI_6623,"Savannah, GA",GA,352.42,23810,578,11700,7275,6732,Conversions,25-34,Teen Daughters
2024-02-02,Pinterest,Pinterest BTS Moms,PI_6623,"Savannah, GA",GA,137.62,7353,189,3833,1888,1566,Video Views,18-24,Suburban Moms
2024-03-23,Pinterest,Pinterest Always On,PI_4556,"Columbus, GA",GA,224.81,11533,198,4557,2445,2148,Video Views,25-34,Teen Daughters
2023-04-21,Pinterest,Pinterest BTS Moms,PI_6623,"Columbus, GA",GA,37.11,1780,48,944,553,518,Conversions,35-44,Moms & Daughters
2024-02-13,Pinterest,Pinterest Teen Trends,PI_4922,"Macon, GA",GA,288.86,12007,135,6439,4152,3288,Video Views,25-34,Moms & Daughters
2024-01-27,Pinterest,Pinterest Always On,PI_4556,"Atlanta, GA",GA,67.03,2831,65,947,411,389,Traffic,18-24,Teen Daughters
2023-04-17,Pinterest,Pinterest BTS Moms,PI_6623,"Savannah, GA",GA,39.16,2502,97,1226,492,300,Traffic,25-34,Teen Daughters
2024-05-28,Pinterest,Pinterest Always On,PI_4556,"Columbus, GA",GA,139.81,8958,265,3719,1587,1265,Conversions,18-24,Teen Daughters
2023-02-20,Pinterest,Pinterest Always On,PI_4556,"Columbus, GA",GA,153.39,8356,132,2931,1117,807,Conversions,13-17,Suburban Moms
2024-04-13,Pinterest,Pinterest BTS Moms,PI_6623,"Columbus, GA",GA,105.3,6444,212,2357,1505,949,Conversions,13-17,Suburban Moms
2023-07-12,Pinterest,Pinterest Teen Trends,PI_4922,"Savannah, GA",GA,86.41,4621,168,1720,880,820,Video Views,18-24,Moms & Daughters
2023-12-04,Pinterest,Pinterest BTS Moms,PI_6623,"Savannah, GA",GA,164.28,8626,144,3496,1557,1151,Conversions,35-44,Teen Daughters
2024-05-14,Pinterest,Pinterest Teen Trends,PI_4922,"Savannah, GA",GA,142.15,6866,238,3997,1457,989,Conversions,35-44,Teen Daughters
2023-07-08,Pinterest,Pinterest BTS Moms,PI_6623,"Augusta, GA",GA,112.08,6821,211,3110,1400,1313,Conversions,35-44,Teen Daughters
2023-03-25,Pinterest,Pinterest Always On,PI_4556,"Columbus, GA",GA,209.65,12095,333,6816,2277,1882,Video Views,13-17,Teen Daughters
2024-03-03,Pinterest,Pinterest Teen Trends,PI_4922,"Macon, GA",GA,196.41,8177,83,3186,1764,1411,Traffic,18-24,Teen Daughters
2023-12-05,Pinterest,Pinterest Always On,PI_4556,"Atlanta, GA",GA,264.13,12515,162,4619,1710,1354,Video Views,35-44,Suburban Moms
2023-03-10,Pinterest,Pinterest Teen Trends,PI_4922,"Savannah, GA",GA,205.93,8444,205,3872,1878,1386,Video Views,25-34,Suburban Moms
2024-06-18,Pinterest,Pinterest BTS Moms,PI_6623,"Macon, GA",GA,113.59,5783,168,1794,651,579,Video Views,25-34,Teen Daughters
2023-02-20,Pinterest,Pinterest Always On,PI_4556,"Atlanta, GA",GA,82.58,3895,126,1976,924,827,Traffic,18-24,Suburban Moms
2024-03-06,Pinterest,Pinterest BTS Moms,PI_6623,"Atlanta, GA",GA,412.86,19256,216,10261,5159,3123,Video Views,13-17,Teen Daughters
2023-06-10,Pinterest,Pinterest Always On,PI_4556,"Savannah, GA",GA,230.51,13581,210,6721,2026,1285,Conversions,18-24,Suburban Moms
2023-01-24,Pinterest,Pinterest BTS Moms,PI_6623,"Augusta, GA",GA,48.62,3355,86,1592,664,414,Conversions,25-34,Suburban Moms
2023-11-12,Pinterest,Pinterest Teen Trends,PI_4922,"Atlanta, GA",GA,51.57,2542,48,1498,487,373,Traffic,18-24,Moms & Daughters
2023-12-13,Pinterest,Pinterest BTS Moms,PI_6623,"Savannah, GA",GA,100.78,5388,147,2326,1271,767,Video Views,13-17,Teen Daughters
2024-02-05,Pinterest,Pinterest Teen Trends,PI_4922,"Atlanta, GA",GA,82.36,3468,138,1116,519,344,Traffic,35-44,Teen Daughters
2024-05-06,Pinterest,Pinterest BTS Moms,PI_6623,"Atlanta, GA",GA,80.08,3990,90,1922,788,579,Conversions,18-24,Teen Daughters
2023-07-01,Pinterest,Pinterest Teen Trends,PI_4922,"Atlanta, GA",GA,182.55,7878,273,3288,1460,1013,Conversions,13-17,Suburban Moms
2023-12-28,Pinterest,Pinterest BTS Moms,PI_6623,"Columbus, GA",GA,114.12,4724,111,1806,431,394,Video Views,13-17,Teen Daughters
2023-10-12,Pinterest,Pinterest BTS Moms,PI_6623,"Macon, GA",GA,280.58,17847,434,7652,2425,2109,Conversions,18-24,Moms & Daughters
2023-02-07,Pinterest,Pinterest BTS Moms,PI_6623,"Augusta, GA",GA,67.67,2896,76,901,331,237,Video Views,35-44,Moms & Daughters
2024-03-20,Pinterest,Pinterest BTS Moms,PI_6623,"Augusta, GA",GA,126.96,8554,211,4128,1102,828,Video Views,18-24,Moms & Daughters
2023-10-20,Pinterest,Pinterest Teen Trends,PI_4922,"Columbus, GA",GA,89.76,5286,191,2392,1291,1202,Video Views,25-34,Suburban Moms
2023-10-10,Pinterest,Pinterest BTS Moms,PI_6623,"Savannah, GA",GA,77.93,5027,159,1699,643,610,Video Views,35-44,Moms & Daughters
2024-03-15,Pinterest,Pinterest BTS Moms,PI_6623,"Columbus, GA",GA,205.74,13330,163,6508,2417,1644,Traffic,13-17,Suburban Moms
2023-06-26,Pinterest,Pinterest Always On,PI_4556,"Macon, GA",GA,57.92,3306,60,1447,501,330,Conversions,25-34,Moms & Daughters
2023-09-29,Pinterest,Pinterest BTS Moms,PI_6623,"Augusta, GA",GA,96.76,5914,94,2363,979,588,Conversions,35-44,Suburban Moms
2023-04-29,Pinterest,Pinterest Always On,PI_4556,"Savannah, GA",GA,153.02,7464,252,3126,1678,1309,Traffic,13-17,Moms & Daughters
2023-03-11,Pinterest,Pinterest BTS Moms,PI_6623,"Columbus, GA",GA,145.38,6043,236,2908,1030,936,Conversions,35-44,Suburban Moms
2023-08-02,Pinterest,Pinterest BTS Moms,PI_6623,"Columbus, GA",GA,177.56,9102,128,3048,1639,1498,Traffic,18-24,Teen Daughters
2023-04-12,Pinterest,Pinterest BTS Moms,PI_6623,"Atlanta, GA",GA,81.64,5164,106,2821,859,689,Traffic,18-24,Suburban Moms
2023-01-28,Pinterest,Pinterest BTS Moms,PI_6623,"Macon, GA",GA,56.96,3335,104,1148,342,267,Video Views,18-24,Teen Daughters
2024-01-01,Pinterest,Pinterest BTS Moms,PI_6623,"Savannah, GA",GA,97.07,4987,63,2299,711,527,Conversions,13-17,Moms & Daughters
2024-04-16,Pinterest,Pinterest Teen Trends,PI_4922,"Savannah, GA",GA,225.22,11822,156,6958,2724,2113,Video Views,18-24,Moms & Daughters
2023-08-26,Pinterest,Pinterest BTS Moms,PI_6623,"Columbus, GA",GA,192.57,12494,439,4539,2654,2460,Traffic,18-24,Moms & Daughters
2024-03-10,Pinterest,Pinterest BTS Moms,PI_6623,"Atlanta, GA",GA,193.89,11694,138,3881,2036,1414,Video Views,18-24,Moms & Daughters
2023-10-30,Pinterest,Pinterest BTS Moms,PI_6623,"Macon, GA",GA,115.53,6342,151,2830,1150,823,Traffic,13-17,Teen Daughters
2024-06-04,Pinterest,Pinterest Teen Trends,PI_4922,"Columbus, GA",GA,30.31,2002,47,740,502,312,Conversions,35-44,Moms & Daughters
2024-04-27,Pinterest,Pinterest Teen Trends,PI_4922,"Savannah, GA",GA,231.23,10274,226,3416,1839,1437,Video Views,18-24,Suburban Moms
2023-08-07,Pinterest,Pinterest BTS Moms,PI_6623,"Macon, GA",GA,167.7,11451,247,5621,2270,2035,Traffic,18-24,Teen Daughters
2023-05-03,Pinterest,Pinterest Always On,PI_4556,"Columbus, GA",GA,55.3,3827,126,1652,830,599,Conversions,35-44,Suburban Moms
2023-04-09,Pinterest,Pinterest BTS Moms,PI_6623,"Macon, GA",GA,117.43,5048,183,2527,868,568,Conversions,25-34,Teen Daughters
2024-05-26,Pinterest,Pinterest BTS Moms,PI_6623,"Columbus, GA",GA,158.73,9953,183,4038,1763,1613,Conversions,13-17,Suburban Moms
2024-03-16,Pinterest,Pinterest BTS Moms,PI_6623,"Macon, GA",GA,190.06,9087,281,5092,1794,1531,Conversions,18-24,Suburban Moms
2023-06-06,Pinterest,Pinterest Always On,PI_4556,"Augusta, GA",GA,28.53,1202,14,678,354,273,Conversions,13-17,Teen Daughters
2024-06-01,Pinterest,Pinterest BTS Moms,PI_6623,"Augusta, GA",GA,57.65,3032,87,1077,369,277,Video Views,35-44,Suburban Moms
2023-06-23,Pinterest,Pinterest Teen Trends,PI_4922,"Augusta, GA",GA,234.09,10987,165,4139,1715,1264,Traffic,13-17,Teen Daughters
2023-02-26,Pinterest,Pinterest Always On,PI_4556,"Atlanta, GA",GA,92.94,6125,135,2506,915,862,Traffic,13-17,Moms & Daughters
2023-03-18,Pinterest,Pinterest BTS Moms,PI_6623,"Augusta, GA",GA,267.11,14499,218,4667,1808,1641,Video Views,25-34,Teen Daughters
2023-06-21,Pinterest,Pinterest Teen Trends,PI_4922,"Augusta, GA",GA,44.64,1800,37,559,184,119,Video Views,18-24,Moms & Daughters
2023-05-06,Pinterest,Pinterest Always On,PI_4556,"Savannah, GA",GA,222.11,9509,267,4227,1559,1406,Conversions,18-24,Teen Daughters
2024-03-22,Pinterest,Pinterest BTS Moms,PI_6623,"Atlanta, GA",GA,142.25,7225,224,2550,1327,1233,Conversions,18-24,Suburban Moms
2023-03-25,Pinterest,Pinterest Always On,PI_4556,"Augusta, GA",GA,420.1,28037,1103,13970,7148,4857,Conversions,13-17,Suburban Moms
2023-11-24,Pinterest,Pinterest BTS Moms,PI_6623,"Savannah, GA",GA,297.37,17633,428,6606,2047,1334,Video Views,25-34,Moms & Daughters
2023-10-21,Pinterest,Pinterest Always On,PI_4556,"Atlanta, GA",GA,263.28,10714,269,5448,1917,1501,Video Views,13-17,Suburban Moms
2023-11-25,Pinterest,Pinterest Always On,PI_4556,"Augusta, GA",GA,333.76,15009,283,8566,2559,1997,Traffic,18-24,Suburban Moms
2024-02-22,Pinterest,Pinterest BTS Moms,PI_6623,"Savannah, GA",GA,35.62,1841,40,927,322,288,Traffic,25-34,Moms & Daughters
2024-02-11,Pinterest,Pinterest BTS Moms,PI_6623,"Savannah, GA",GA,198.53,11610,291,4000,1366,949,Video Views,13-17,Teen Daughters
2024-02-11,Pinterest,Pinterest Always On,PI_4556,"Macon, GA",GA,167.65,11062,370,3980,1534,973,Conversions,18-24,Teen Daughters
2023-01-26,Pinterest,Pinterest BTS Moms,PI_6623,"Savannah, GA",GA,239.14,14643,225,8440,3781,3117,Traffic,13-17,Suburban Moms
2023-05-24,Pinterest,Pinterest BTS Moms,PI_6623,"Columbus, GA",GA,60.54,2703,68,1196,435,396,Video Views,35-44,Suburban Moms
2024-01-06,Pinterest,Pinterest Always On,PI_4556,"Atlanta, GA",GA,80.63,4138,80,1533,641,405,Traffic,35-44,Teen Daughters
2023-03-31,Pinterest,Pinterest BTS Moms,PI_6623,"Atlanta, GA",GA,135.34,6568,201,3441,1467,1148,Conversions,25-34,Suburban Moms
2023-03-23,Pinterest,Pinterest Always On,PI_4556,"Augusta, GA",GA,245.89,15396,547,7944,2431,1846,Conversions,18-24,Teen Daughters
2023-04-11,Pinterest,Pinterest Always On,PI_4556,"Macon, GA",GA,80.73,3642,113,1587,871,698,Video Views,13-17,Moms & Daughters
2023-11-04,Pinterest,Pinterest BTS Moms,PI_6623,"Macon, GA",GA,73.17,3727,49,1606,726,564,Conversions,18-24,Moms & Daughters
2023-05-07,Pinterest,Pinterest Teen Trends,PI_4922,"Savannah, GA",GA,155.89,8855,258,3782,1500,1054,Video Views,35-44,Teen Daughters
2023-07-11,Pinterest,Pinterest BTS Moms,PI_6623,"Columbus, GA",GA,214.82,9161,109,3749,1420,1158,Conversions,18-24,Teen Daughters
2024-01-26,Pinterest,Pinterest Teen Trends,PI_4922,"Macon, GA",GA,59.66,3754,72,1185,505,355,Traffic,25-34,Moms & Daughters
2023-05-21,Pinterest,Pinterest BTS Moms,PI_6623,"Columbus, GA",GA,290.14,19331,220,7659,3600,2912,Traffic,18-24,Teen Daughters
2023-04-28,Pinterest,Pinterest Teen Trends,PI_4922,"Columbus, GA",GA,179.83,9545,247,4126,1534,1291,Traffic,13-17,Teen Daughters
2023-07-06,Pinterest,Pinterest BTS Moms,PI_6623,"Macon, GA",GA,133.63,7402,210,2362,836,567,Traffic,18-24,Suburban Moms
2023-06-06,Pinterest,Pinterest Always On,PI_4556,"Columbus, GA",GA,152.03,9958,378,5895,1802,1685,Video Views,35-44,Teen Daughters
2024-02-15,Pinterest,Pinterest Always On,PI_4556,"Macon, GA",GA,36.37,1565,37,699,285,192,Traffic,13-17,Suburban Moms
2023-11-09,Pinterest,Pinterest Always On,PI_4556,"Columbus, GA",GA,174.97,10719,149,3879,1471,1359,Traffic,13-17,Teen Daughters
2023-12-06,Pinterest,Pinterest BTS Moms,PI_6623,"Augusta, GA",GA,270.46,16300,453,7514,3348,2642,Traffic,13-17,Moms & Daughters
2024-05-28,Pinterest,Pinterest Teen Trends,PI_4922,"Augusta, GA",GA,38.02,1998,21,948,381,251,Video Views,13-17,Suburban Moms
2024-04-03,Pinterest,Pinterest Always On,PI_4556,"Savannah, GA",GA,331.98,19101,510,9150,3201,2057,Conversions,13-17,Teen Daughters
2023-10-15,Pinterest,Pinterest Teen Trends,PI_4922,"Macon, GA",GA,109.52,4470,162,1462,585,380,Traffic,13-17,Suburban Moms
2023-10-13,Pinterest,Pinterest Teen Trends,PI_4922,"Savannah, GA",GA,223.57,9463,179,4008,2125,1961,Traffic,18-24,Teen Daughters
2023-08-29,Pinterest,Pinterest Always On,PI_4556,"Augusta, GA",GA,139.58,7442,228,2656,1230,877,Traffic,18-24,Suburban Moms
2024-02-12,Pinterest,Pinterest BTS Moms,PI_6623,"Atlanta, GA",GA,149.44,9124,244,4958,3039,1930,Video Views,18-24,Teen Daughters
2024-06-17,Pinterest,Pinterest Always On,PI_4556,"Atlanta, GA",GA,200.73,12571,434,7402,3702,3393,Conversions,13-17,Suburban Moms
2024-06-17,Pinterest,Pinterest BTS Moms,PI_6623,"Augusta, GA",GA,351.14,15377,275,7142,3176,1983,Conversions,13-17,Teen Daughters
2024-01-20,Pinterest,Pinterest Always On,PI_4556,"Atlanta, GA",GA,44.89,2682,72,1009,575,358,Traffic,25-34,Moms & Daughters
2024-06-07,Pinterest,Pinterest Always On,PI_4556,"Augusta, GA",GA,140.28,8345,270,4497,1857,1623,Conversions,35-44,Suburban Moms
2023-11-19,Pinterest,Pinterest Always On,PI_4556,"Atlanta, GA",GA,460.33,22296,362,8692,3605,2237,Video Views,35-44,Suburban Moms
2023-04-04,Pinterest,Pinterest Always On,PI_4556,"Macon, GA",GA,122.25,7644,179,3072,1560,1382,Traffic,25-34,Suburban Moms
2023-12-31,Pinterest,Pinterest Teen Trends,PI_4922,"Atlanta, GA",GA,182.65,10385,191,4447,1786,1406,Traffic,18-24,Moms & Daughters
2023-03-20,Pinterest,Pinterest Always On,PI_4556,"Savannah, GA",GA,76.34,4054,46,1277,519,483,Conversions,18-24,Suburban Moms
2024-06-20,Pinterest,Pinterest Always On,PI_4556,"Atlanta, GA",GA,96.35,3866,138,2150,1010,722,Traffic,18-24,Moms & Daughters
2023-10-07,Pinterest,Pinterest Teen Trends,PI_4922,"Columbus, GA",GA,11.55,677,26,304,153,117,Traffic,35-44,Moms & Daughters
2023-06-04,Pinterest,Pinterest BTS Moms,PI_6623,"Augusta, GA",GA,290.12,13289,238,5056,2382,1719,Conversions,35-44,Moms & Daughters
2023-09-07,Pinterest,Pinterest Teen Trends,PI_4922,"Augusta, GA",GA,365.52,18031,667,10632,4112,2696,Conversions,35-44,Suburban Moms
2023-11-08,Pinterest,Pinterest Teen Trends,PI_4922,"Savannah, GA",GA,116.92,7658,197,4019,1822,1569,Video Views,18-24,Suburban Moms
2023-11-15,Pinterest,Pinterest BTS Moms,PI_6623,"Savannah, GA",GA,330.31,13876,428,5609,2131,1971,Conversions,13-17,Teen Daughters
2023-12-01,Pinterest,Pinterest BTS Moms,PI_6623,"Macon, GA",GA,166.66,9771,175,3450,2050,1412,Video Views,13-17,Suburban Moms
2023-02-06,Pinterest,Pinterest Teen Trends,PI_4922,"Augusta, GA",GA,117.6,6178,236,3558,1625,1243,Traffic,13-17,Suburban Moms
2023-12-23,Pinterest,Pinterest BTS Moms,PI_6623,"Macon, GA",GA,91.25,3818,42,2010,863,569,Video Views,25-34,Teen Daughters
2023-09-25,Pinterest,Pinterest Always On,PI_4556,"Savannah, GA",GA,106.87,4551,99,2128,568,492,Conversions,25-34,Teen Daughters
2023-08-12,Pinterest,Pinterest Teen Trends,PI_4922,"Augusta, GA",GA,205.6,8410,313,3033,1509,1126,Traffic,13-17,Suburban Moms
