week_start_date,airport_code,airport_name,spend,impressions,placements,format,audience_segment
2023-07-10,CLT,Charlotte Douglas International Airport,19638.23,1092521,8,Baggage Claim Display,Frequent Flyers
2023-07-10,MIA,Miami International Airport,23539.51,1039793,9,Baggage Claim Display,Traveling Moms
2023-07-10,PHX,Phoenix Sky Harbor International Airport,19995.06,836431,8,Baggage Claim Display,Family Leisure Travelers
2023-07-10,IAH,George Bush Intercontinental Airport,21699.98,1252883,8,Concourse Wrap,General Travelers
2023-07-10,BOS,Logan International Airport,23497.36,1240449,5,Baggage Claim Display,Frequent Flyers
2023-07-10,MSP,Minneapolis–Saint Paul International Airport,17043.11,735683,11,Baggage Claim Display,Family Leisure Travelers
2023-07-10,DTW,Detroit Metropolitan Airport,24953.54,1442131,10,Concourse Wrap,Family Leisure Travelers
2023-07-10,PHL,Philadelphia International Airport,18783.07,1061224,4,Baggage Claim Display,Frequent Flyers
2023-07-10,LGA,LaGuardia Airport,22747.65,1076096,8,Baggage Claim Display,General Travelers
2023-07-10,BWI,Baltimore/Washington International Airport,19935.75,1225754,9,Baggage Claim Display,Frequent Flyers
2023-07-17,ATL,Hartsfield–Jackson Atlanta International Airport,24399.09,1516278,5,Jet Bridge,Family Leisure Travelers
2023-07-17,LAX,Los Angeles International Airport,18053.57,864326,9,Concourse Wrap,General Travelers
2023-07-17,ORD,Chicago O'Hare International Airport,18822.92,816692,8,Baggage Claim Display,Family Leisure Travelers
2023-07-17,DFW,Dallas/Fort Worth International Airport,25601.5,1167959,3,Concourse Wrap,Family Leisure Travelers
2023-07-17,DEN,Denver International Airport,19487.58,861696,10,Jet Bridge,Traveling Moms
2023-07-17,JFK,John F. Kennedy International Airport,23935.67,1404987,3,Jet Bridge,General Travelers
2023-07-17,SFO,San Francisco International Airport,16553.24,927149,7,Concourse Wrap,Frequent Flyers
2023-07-17,SEA,Seattle–Tacoma International Airport,24433.15,1215753,3,Jet Bridge,Family Leisure Travelers
2023-07-17,LAS,Harry Reid International Airport,16457.17,1027665,10,Jet Bridge,Traveling Moms
2023-07-17,MCO,Orlando International Airport,28044.78,1512381,11,Digital Board,Traveling Moms
2023-07-17,CLT,Charlotte Douglas International Airport,25597.44,1216401,10,Concourse Wrap,Frequent Flyers
2023-07-17,MIA,Miami International Airport,21894.69,1235977,11,Concourse Wrap,Frequent Flyers
2023-07-17,PHX,Phoenix Sky Harbor International Airport,17203.29,892033,8,Digital Board,Frequent Flyers
2023-07-17,IAH,George Bush Intercontinental Airport,22271.69,1328611,5,Jet Bridge,Family Leisure Travelers
2023-07-17,BOS,Logan International Airport,21417.45,1262601,5,Concourse Wrap,Traveling Moms
2023-07-17,MSP,Minneapolis–Saint Paul International Airport,24647.99,1381248,5,Concourse Wrap,Family Leisure Travelers
2023-07-17,DTW,Detroit Metropolitan Airport,22044.89,999013,11,Concourse Wrap,Traveling Moms
2023-07-17,PHL,Philadelphia International Airport,23081.83,1244512,3,Digital Board,Frequent Flyers
2023-07-17,LGA,LaGuardia Airport,17764.27,980092,3,Digital Board,Family Leisure Travelers
2023-07-17,BWI,Baltimore/Washington International Airport,15681.17,994947,10,Concourse Wrap,Traveling Moms
2023-07-24,ATL,Hartsfield–Jackson Atlanta International Airport,19374.52,820970,11,Jet Bridge,General Travelers
2023-07-24,LAX,Los Angeles International Airport,19918.51,1021865,9,Concourse Wrap,Frequent Flyers
2023-07-24,ORD,Chicago O'Hare International Airport,22200.87,1261830,3,Concourse Wrap,Frequent Flyers
2023-07-24,DFW,Dallas/Fort Worth International Airport,23338.39,1342409,10,Baggage Claim Display,General Travelers
2023-07-24,DEN,Denver International Airport,19139.92,900174,5,Digital Board,Family Leisure Travelers
2023-07-24,JFK,John F. Kennedy International Airport,21445.71,1256094,9,Jet Bridge,Traveling Moms
2023-07-24,SFO,San Francisco International Airport,24112.61,1082126,4,Jet Bridge,Family Leisure Travelers
2023-07-24,SEA,Seattle–Tacoma International Airport,19465.62,1168234,3,Jet Bridge,General Travelers
2023-07-24,LAS,Harry Reid International Airport,19900.85,826841,10,Concourse Wrap,Frequent Flyers
2023-07-24,MCO,Orlando International Airport,18866.95,1082539,6,Digital Board,Frequent Flyers
2023-07-24,CLT,Charlotte Douglas International Airport,21077.49,852040,11,Baggage Claim Display,Traveling Moms
2023-07-24,MIA,Miami International Airport,23675.2,1179854,11,Concourse Wrap,Traveling Moms
2023-07-24,PHX,Phoenix Sky Harbor International Airport,28222.26,1674853,11,Concourse Wrap,General Travelers
2023-07-24,IAH,George Bush Intercontinental Airport,18760.22,1061992,6,Baggage Claim Display,Frequent Flyers
2023-07-24,BOS,Logan International Airport,21880.94,1361272,9,Digital Board,Family Leisure Travelers
2023-07-24,MSP,Minneapolis–Saint Paul International Airport,16549.68,841817,4,Baggage Claim Display,Traveling Moms
2023-07-24,DTW,Detroit Metropolitan Airport,19789.72,1067060,6,Jet Bridge,Traveling Moms
2023-07-24,PHL,Philadelphia International Airport,26854.91,1458774,5,Concourse Wrap,Traveling Moms
2023-07-24,LGA,LaGuardia Airport,28006.46,1294336,11,Concourse Wrap,General Travelers
2023-07-24,BWI,Baltimore/Washington International Airport,16142.84,710151,3,Concourse Wrap,Frequent Flyers
2023-07-31,ATL,Hartsfield–Jackson Atlanta International Airport,21120.77,1129895,10,Concourse Wrap,General Travelers
2023-07-31,LAX,Los Angeles International Airport,18062.55,872907,4,Digital Board,Family Leisure Travelers
2023-07-31,ORD,Chicago O'Hare International Airport,18613.45,867651,7,Jet Bridge,Traveling Moms
2023-07-31,DFW,Dallas/Fort Worth International Airport,27195.79,1243526,7,Concourse Wrap,Frequent Flyers
2023-07-31,DEN,Denver International Airport,17504.43,705487,10,Baggage Claim Display,Traveling Moms
2023-07-31,JFK,John F. Kennedy International Airport,18738.79,1038607,4,Digital Board,Traveling Moms
2023-07-31,SFO,San Francisco International Airport,17270.84,883071,11,Baggage Claim Display,Family Leisure Travelers
2023-07-31,SEA,Seattle–Tacoma International Airport,23100.93,983239,10,Concourse Wrap,General Travelers
2023-07-31,LAS,Harry Reid International Airport,19421.06,867021,11,Baggage Claim Display,Family Leisure Travelers
2023-07-31,MCO,Orlando International Airport,22434.38,919098,11,Baggage Claim Display,Family Leisure Travelers
2023-07-31,CLT,Charlotte Douglas International Airport,21573.37,1314832,7,Concourse Wrap,General Travelers
2023-07-31,MIA,Miami International Airport,23813.29,1313556,5,Concourse Wrap,Family Leisure Travelers
2023-07-31,PHX,Phoenix Sky Harbor International Airport,18486.58,874251,3,Jet Bridge,Family Leisure Travelers
2023-07-31,IAH,George Bush Intercontinental Airport,15902.07,713956,4,Concourse Wrap,Family Leisure Travelers
2023-07-31,BOS,Logan International Airport,22658.31,1186401,10,Concourse Wrap,Family Leisure Travelers
2023-07-31,MSP,Minneapolis–Saint Paul International Airport,28561.14,1707953,7,Digital Board,Traveling Moms
2023-07-31,DTW,Detroit Metropolitan Airport,22883.94,1230338,7,Digital Board,Traveling Moms
2023-07-31,PHL,Philadelphia International Airport,17427.43,832311,9,Baggage Claim Display,Family Leisure Travelers
2023-07-31,LGA,LaGuardia Airport,28623.19,1497397,8,Concourse Wrap,Family Leisure Travelers
2023-07-31,BWI,Baltimore/Washington International Airport,18509.23,1105724,8,Jet Bridge,Family Leisure Travelers
2023-08-07,ATL,Hartsfield–Jackson Atlanta International Airport,20055.94,1208495,7,Concourse Wrap,Traveling Moms
2023-08-07,LAX,Los Angeles International Airport,17597.41,817769,5,Jet Bridge,General Travelers
2023-08-07,ORD,Chicago O'Hare International Airport,25969.16,1488256,5,Jet Bridge,Traveling Moms
2023-08-07,DFW,Dallas/Fort Worth International Airport,22933.43,1023512,9,Jet Bridge,Family Leisure Travelers
2023-08-07,DEN,Denver International Airport,22471.35,1330995,5,Baggage Claim Display,Traveling Moms
2023-08-07,JFK,John F. Kennedy International Airport,18509.09,1166520,7,Jet Bridge,Family Leisure Travelers
2023-08-07,SFO,San Francisco International Airport,23028.22,1460776,5,Jet Bridge,Family Leisure Travelers
2023-08-07,SEA,Seattle–Tacoma International Airport,19050.54,861151,3,Jet Bridge,General Travelers
2023-08-07,LAS,Harry Reid International Airport,18904.27,1090001,11,Concourse Wrap,Traveling Moms
2023-08-07,MCO,Orlando International Airport,19334.05,984473,5,Concourse Wrap,General Travelers
2023-08-07,CLT,Charlotte Douglas International Airport,21413.04,1381658,9,Concourse Wrap,Traveling Moms
2023-08-07,MIA,Miami International Airport,29657.72,1212584,11,Jet Bridge,General Travelers
2023-08-07,PHX,Phoenix Sky Harbor International Airport,18846.18,1152831,6,Jet Bridge,General Travelers
2023-08-07,IAH,George Bush Intercontinental Airport,15014.67,732931,11,Concourse Wrap,Family Leisure Travelers
2023-08-07,BOS,Logan International Airport,24969.05,1123500,4,Baggage Claim Display,General Travelers
2023-08-07,MSP,Minneapolis–Saint Paul International Airport,23055.45,1110984,11,Jet Bridge,Traveling Moms
2023-08-07,DTW,Detroit Metropolitan Airport,16019.27,856247,5,Jet Bridge,General Travelers
2023-08-07,PHL,Philadelphia International Airport,27146.26,1098655,5,Jet Bridge,Frequent Flyers
2023-08-07,LGA,LaGuardia Airport,19462.87,838192,6,Baggage Claim Display,Family Leisure Travelers
2023-08-07,BWI,Baltimore/Washington International Airport,19597.37,1143923,8,Digital Board,General Travelers
2023-08-14,ATL,Hartsfield–Jackson Atlanta International Airport,24603.5,1063782,5,Baggage Claim Display,Family Leisure Travelers
2023-08-14,LAX,Los Angeles International Airport,20374.73,900732,4,Concourse Wrap,Frequent Flyers
2023-08-14,ORD,Chicago O'Hare International Airport,28649.93,1328927,10,Concourse Wrap,Frequent Flyers
2023-08-14,DFW,Dallas/Fort Worth International Airport,20156.6,1019348,9,Baggage Claim Display,Frequent Flyers
2023-08-14,DEN,Denver International Airport,25152.12,1240906,4,Jet Bridge,Family Leisure Travelers
2023-08-14,JFK,John F. Kennedy International Airport,21734.61,1255871,9,Jet Bridge,General Travelers
2023-08-14,SFO,San Francisco International Airport,14278.55,601256,8,Jet Bridge,Family Leisure Travelers
2023-08-14,SEA,Seattle–Tacoma International Airport,22190.17,911905,10,Baggage Claim Display,Traveling Moms
2023-08-14,LAS,Harry Reid International Airport,18310.65,828147,11,Digital Board,General Travelers
2023-08-14,MCO,Orlando International Airport,20789.92,1138240,10,Jet Bridge,Frequent Flyers
2023-08-14,CLT,Charlotte Douglas International Airport,23925.08,1469820,9,Baggage Claim Display,General Travelers
2023-08-14,MIA,Miami International Airport,19721.09,1221037,8,Digital Board,Traveling Moms
2023-08-14,PHX,Phoenix Sky Harbor International Airport,18139.86,800144,5,Concourse Wrap,Family Leisure Travelers
2023-08-14,IAH,George Bush Intercontinental Airport,21871.38,1406819,4,Jet Bridge,Frequent Flyers
2023-08-14,BOS,Logan International Airport,22444.22,1027123,10,Concourse Wrap,Traveling Moms
2023-08-14,MSP,Minneapolis–Saint Paul International Airport,25666.71,1588987,5,Jet Bridge,General Travelers
2023-08-14,DTW,Detroit Metropolitan Airport,22871.92,1063986,6,Digital Board,General Travelers
2023-08-14,PHL,Philadelphia International Airport,25432.83,1366994,4,Digital Board,Family Leisure Travelers
2023-08-14,LGA,LaGuardia Airport,21445.15,1058462,9,Jet Bridge,Traveling Moms
2023-08-14,BWI,Baltimore/Washington International Airport,17187.19,1034673,8,Digital Board,Frequent Flyers
2023-08-21,ATL,Hartsfield–Jackson Atlanta International Airport,24883.65,1110848,3,Jet Bridge,Traveling Moms
2023-08-21,LAX,Los Angeles International Airport,24735.22,1432120,3,Jet Bridge,Family Leisure Travelers
2023-08-21,ORD,Chicago O'Hare International Airport,17661.75,1054647,11,Jet Bridge,Family Leisure Travelers
2023-08-21,DFW,Dallas/Fort Worth International Airport,27549.86,1556883,7,Jet Bridge,General Travelers
2023-08-21,DEN,Denver International Airport,23631.27,1373612,3,Baggage Claim Display,Frequent Flyers
2023-08-21,JFK,John F. Kennedy International Airport,25678.58,1663638,6,Concourse Wrap,Traveling Moms
2023-08-21,SFO,San Francisco International Airport,16254.43,700799,10,Jet Bridge,General Travelers
2023-08-21,SEA,Seattle–Tacoma International Airport,18731.94,1169376,11,Concourse Wrap,Family Leisure Travelers
2023-08-21,LAS,Harry Reid International Airport,18521.08,1050304,10,Digital Board,Traveling Moms
2023-08-21,MCO,Orlando International Airport,15263.86,664757,6,Digital Board,Family Leisure Travelers
2023-08-21,CLT,Charlotte Douglas International Airport,24243.76,1187548,8,Digital Board,Frequent Flyers
2023-08-21,MIA,Miami International Airport,20503.95,884623,8,Baggage Claim Display,Frequent Flyers
2023-08-21,PHX,Phoenix Sky Harbor International Airport,21143.1,1098413,7,Jet Bridge,Family Leisure Travelers
2023-08-21,IAH,George Bush Intercontinental Airport,17631.71,717861,3,Jet Bridge,Family Leisure Travelers
2023-08-21,BOS,Logan International Airport,15963.05,711034,3,Jet Bridge,General Travelers
2023-08-21,MSP,Minneapolis–Saint Paul International Airport,19266.19,1163476,3,Digital Board,Family Leisure Travelers
2023-08-21,DTW,Detroit Metropolitan Airport,15029.68,777226,11,Jet Bridge,Family Leisure Travelers
2023-08-21,PHL,Philadelphia International Airport,26281.67,1054723,6,Baggage Claim Display,Family Leisure Travelers
2023-08-21,LGA,LaGuardia Airport,18368.46,823057,8,Baggage Claim Display,Family Leisure Travelers
2023-08-21,BWI,Baltimore/Washington International Airport,19756.92,812945,10,Baggage Claim Display,Frequent Flyers
2023-08-28,ATL,Hartsfield–Jackson Atlanta International Airport,18806.05,809200,3,Jet Bridge,General Travelers
2023-08-28,LAX,Los Angeles International Airport,14137.14,644964,3,Digital Board,Family Leisure Travelers
2023-08-28,ORD,Chicago O'Hare International Airport,20863.11,922271,7,Baggage Claim Display,Frequent Flyers
2023-08-28,DFW,Dallas/Fort Worth International Airport,21142.13,848043,9,Digital Board,Frequent Flyers
2023-08-28,DEN,Denver International Airport,23082.72,999112,3,Baggage Claim Display,Family Leisure Travelers
2023-08-28,JFK,John F. Kennedy International Airport,22619.46,1122260,4,Concourse Wrap,Frequent Flyers
2023-08-28,SFO,San Francisco International Airport,24802.4,1002499,11,Baggage Claim Display,Family Leisure Travelers
2023-08-28,SEA,Seattle–Tacoma International Airport,22835.09,1301070,3,Digital Board,Family Leisure Travelers
2023-08-28,LAS,Harry Reid International Airport,28025.44,1467885,7,Jet Bridge,Frequent Flyers
2023-08-28,MCO,Orlando International Airport,25309.61,1371446,10,Concourse Wrap,General Travelers
2023-08-28,CLT,Charlotte Douglas International Airport,15942.41,790395,6,Baggage Claim Display,Family Leisure Travelers
2023-08-28,MIA,Miami International Airport,20441.59,1218142,10,Jet Bridge,Frequent Flyers
2023-08-28,PHX,Phoenix Sky Harbor International Airport,15156.58,766025,5,Jet Bridge,Family Leisure Travelers
2023-08-28,IAH,George Bush Intercontinental Airport,20541.1,1199078,3,Jet Bridge,General Travelers
2023-08-28,BOS,Logan International Airport,17893.05,963972,6,Baggage Claim Display,Frequent Flyers
2023-08-28,MSP,Minneapolis–Saint Paul International Airport,21807.15,1357080,10,Digital Board,Family Leisure Travelers
2023-08-28,DTW,Detroit Metropolitan Airport,18599.09,831907,9,Concourse Wrap,Frequent Flyers
2023-08-28,PHL,Philadelphia International Airport,24256.76,1293445,6,Jet Bridge,Frequent Flyers
2023-08-28,LGA,LaGuardia Airport,19654.21,1139807,11,Digital Board,Family Leisure Travelers
2023-08-28,BWI,Baltimore/Washington International Airport,22725.68,1435556,6,Baggage Claim Display,Family Leisure Travelers
2023-09-04,ATL,Hartsfield–Jackson Atlanta International Airport,14896.63,627373,3,Digital Board,General Travelers
2023-09-04,LAX,Los Angeles International Airport,17851.46,1124308,3,Baggage Claim Display,Frequent Flyers
2023-09-04,ORD,Chicago O'Hare International Airport,12684.57,665718,11,Baggage Claim Display,Family Leisure Travelers
2023-09-04,DFW,Dallas/Fort Worth International Airport,12912.64,827377,8,Jet Bridge,Family Leisure Travelers
2023-09-04,DEN,Denver International Airport,15215.75,648015,9,Digital Board,Frequent Flyers
2023-09-04,JFK,John F. Kennedy International Airport,14947.95,837391,6,Digital Board,General Travelers
2023-09-04,SFO,San Francisco International Airport,14528.17,909578,5,Digital Board,Family Leisure Travelers
2023-09-04,SEA,Seattle–Tacoma International Airport,14888.58,925675,5,Jet Bridge,General Travelers
2023-09-04,LAS,Harry Reid International Airport,19565.68,1148154,7,Baggage Claim Display,Traveling Moms
2023-09-04,MCO,Orlando International Airport,17194.58,836323,9,Concourse Wrap,Frequent Flyers
2023-09-04,CLT,Charlotte Douglas International Airport,12636.58,744066,8,Digital Board,Frequent Flyers
2023-09-04,MIA,Miami International Airport,11511.01,604873,8,Baggage Claim Display,Traveling Moms
2023-09-04,PHX,Phoenix Sky Harbor International Airport,19436.36,824735,6,Digital Board,Frequent Flyers
2023-09-04,IAH,George Bush Intercontinental Airport,18312.09,1070463,7,Jet Bridge,General Travelers
2023-09-04,BOS,Logan International Airport,14721.13,873635,3,Jet Bridge,General Travelers
2023-09-04,MSP,Minneapolis–Saint Paul International Airport,14899.74,609579,9,Jet Bridge,Family Leisure Travelers
2023-09-04,DTW,Detroit Metropolitan Airport,17719.56,1008535,8,Concourse Wrap,Frequent Flyers
2023-09-04,PHL,Philadelphia International Airport,13958.04,684445,11,Concourse Wrap,Family Leisure Travelers
2023-09-04,LGA,LaGuardia Airport,13537.36,614903,8,Baggage Claim Display,Family Leisure Travelers
2023-09-04,BWI,Baltimore/Washington International Airport,16509.49,991838,3,Concourse Wrap,Family Leisure Travelers
2023-09-11,ATL,Hartsfield–Jackson Atlanta International Airport,12686.62,758588,10,Concourse Wrap,General Travelers
2023-09-11,LAX,Los Angeles International Airport,17524.54,946388,3,Jet Bridge,Frequent Flyers
2023-09-11,ORD,Chicago O'Hare International Airport,10482.93,469232,3,Baggage Claim Display,Traveling Moms
2023-09-11,DFW,Dallas/Fort Worth International Airport,16792.26,923601,8,Concourse Wrap,Frequent Flyers
2023-09-11,DEN,Denver International Airport,12799.09,647307,4,Baggage Claim Display,Frequent Flyers
2023-09-11,JFK,John F. Kennedy International Airport,12683.38,555849,6,Concourse Wrap,Family Leisure Travelers
2023-09-11,SFO,San Francisco International Airport,16676.61,874130,4,Concourse Wrap,General Travelers
2023-09-11,SEA,Seattle–Tacoma International Airport,16805.53,979830,8,Jet Bridge,Traveling Moms
2023-09-11,LAS,Harry Reid International Airport,14766.33,724901,4,Digital Board,Traveling Moms
2023-09-11,MCO,Orlando International Airport,16658.71,970180,6,Digital Board,Frequent Flyers
2023-09-11,CLT,Charlotte Douglas International Airport,15457.54,794077,7,Digital Board,Frequent Flyers
2023-09-11,MIA,Miami International Airport,15037.98,913991,10,Digital Board,Traveling Moms
2023-09-11,PHX,Phoenix Sky Harbor International Airport,17838.48,1152760,8,Jet Bridge,Traveling Moms
2023-09-11,IAH,George Bush Intercontinental Airport,20368.96,878810,10,Concourse Wrap,Traveling Moms
2023-09-11,BOS,Logan International Airport,14420.81,678549,10,Baggage Claim Display,General Travelers
2023-09-11,MSP,Minneapolis–Saint Paul International Airport,14747.34,892682,10,Jet Bridge,Frequent Flyers
2023-09-11,DTW,Detroit Metropolitan Airport,14977.74,708869,7,Baggage Claim Display,General Travelers
2023-09-11,PHL,Philadelphia International Airport,13899.9,594639,6,Concourse Wrap,Family Leisure Travelers
2023-09-11,LGA,LaGuardia Airport,10737.93,599252,6,Baggage Claim Display,Family Leisure Travelers
2023-09-11,BWI,Baltimore/Washington International Airport,13750.67,843042,6,Digital Board,General Travelers
2023-09-18,ATL,Hartsfield–Jackson Atlanta International Airport,17635.17,999220,7,Concourse Wrap,General Travelers
2023-09-18,LAX,Los Angeles International Airport,12526.91,657229,8,Jet Bridge,General Travelers
2023-09-18,ORD,Chicago O'Hare International Airport,17521.72,745900,8,Concourse Wrap,Family Leisure Travelers
2023-09-18,DFW,Dallas/Fort Worth International Airport,20298.31,1088601,6,Baggage Claim Display,Traveling Moms
2023-09-18,DEN,Denver International Airport,12464.77,527488,8,Baggage Claim Display,Family Leisure Travelers
2023-09-18,JFK,John F. Kennedy International Airport,13114.13,640163,7,Jet Bridge,Family Leisure Travelers
2023-09-18,SFO,San Francisco International Airport,15565.31,629156,8,Concourse Wrap,Frequent Flyers
2023-09-18,SEA,Seattle–Tacoma International Airport,15042.27,713852,4,Jet Bridge,Traveling Moms
2023-09-18,LAS,Harry Reid International Airport,14284.88,832711,8,Concourse Wrap,General Travelers
2023-09-18,MCO,Orlando International Airport,15721.47,921416,5,Concourse Wrap,Family Leisure Travelers
2023-09-18,CLT,Charlotte Douglas International Airport,14553.53,597602,8,Concourse Wrap,Family Leisure Travelers
2023-09-18,MIA,Miami International Airport,15574.78,872198,6,Concourse Wrap,Frequent Flyers
2023-09-18,PHX,Phoenix Sky Harbor International Airport,14078.42,668554,7,Baggage Claim Display,Family Leisure Travelers
2023-09-18,IAH,George Bush Intercontinental Airport,14992.44,730379,11,Digital Board,Family Leisure Travelers
2023-09-18,BOS,Logan International Airport,15390.03,650988,7,Digital Board,General Travelers
2023-09-18,MSP,Minneapolis–Saint Paul International Airport,11994.78,646584,4,Baggage Claim Display,Family Leisure Travelers
2023-09-18,DTW,Detroit Metropolitan Airport,15047.27,704573,4,Digital Board,Traveling Moms
2023-09-18,PHL,Philadelphia International Airport,14581.22,816147,6,Concourse Wrap,General Travelers
2023-09-18,LGA,LaGuardia Airport,16462.58,704817,6,Concourse Wrap,General Travelers
2023-09-18,BWI,Baltimore/Washington International Airport,21867.16,982062,5,Digital Board,Traveling Moms
2023-09-25,ATL,Hartsfield–Jackson Atlanta International Airport,18730.95,761561,11,Digital Board,General Travelers
2023-09-25,LAX,Los Angeles International Airport,16946.87,917985,9,Concourse Wrap,General Travelers
2023-09-25,ORD,Chicago O'Hare International Airport,12399.07,566442,11,Digital Board,General Travelers
2023-09-25,DFW,Dallas/Fort Worth International Airport,12208.17,772738,11,Concourse Wrap,Family Leisure Travelers
2023-09-25,DEN,Denver International Airport,16273.43,669422,3,Baggage Claim Display,General Travelers
2023-09-25,JFK,John F. Kennedy International Airport,11707.92,476385,4,Concourse Wrap,General Travelers
2023-09-25,SFO,San Francisco International Airport,10763.15,530000,6,Baggage Claim Display,General Travelers
2023-09-25,SEA,Seattle–Tacoma International Airport,13245.15,597388,6,Concourse Wrap,Family Leisure Travelers
2023-09-25,LAS,Harry Reid International Airport,18009.72,1161739,7,Baggage Claim Display,General Travelers
2023-09-25,MCO,Orlando International Airport,14149.89,900112,3,Jet Bridge,Family Leisure Travelers
2023-09-25,CLT,Charlotte Douglas International Airport,21810.6,1048159,5,Digital Board,Family Leisure Travelers
2023-09-25,MIA,Miami International Airport,13765.73,707821,4,Digital Board,Frequent Flyers
2023-09-25,PHX,Phoenix Sky Harbor International Airport,13370.69,787837,6,Digital Board,Frequent Flyers
2023-09-25,IAH,George Bush Intercontinental Airport,15221.43,978014,3,Baggage Claim Display,Traveling Moms
2023-09-25,BOS,Logan International Airport,13553.2,607072,4,Jet Bridge,Family Leisure Travelers
2023-09-25,MSP,Minneapolis–Saint Paul International Airport,10902.32,452186,5,Baggage Claim Display,Traveling Moms
2023-09-25,DTW,Detroit Metropolitan Airport,15113.35,766130,6,Jet Bridge,General Travelers
2023-09-25,PHL,Philadelphia International Airport,18209.33,866694,11,Jet Bridge,Family Leisure Travelers
2023-09-25,LGA,LaGuardia Airport,17217.69,887436,8,Jet Bridge,Family Leisure Travelers
2023-09-25,BWI,Baltimore/Washington International Airport,15894.98,739011,11,Concourse Wrap,General Travelers
2023-10-02,ATL,Hartsfield–Jackson Atlanta International Airport,12186.92,659838,6,Baggage Claim Display,Family Leisure Travelers
2023-10-02,LAX,Los Angeles International Airport,15901.01,1015663,4,Digital Board,General Travelers
2023-10-02,ORD,Chicago O'Hare International Airport,16888.98,985180,7,Concourse Wrap,General Travelers
2023-10-02,DFW,Dallas/Fort Worth International Airport,17718.41,1043966,4,Jet Bridge,Frequent Flyers
2023-10-02,DEN,Denver International Airport,13696.39,752619,11,Digital Board,Family Leisure Travelers
2023-10-02,JFK,John F. Kennedy International Airport,12693.8,779333,3,Concourse Wrap,Family Leisure Travelers
2023-10-02,SFO,San Francisco International Airport,19570.2,1223317,5,Concourse Wrap,Frequent Flyers
2023-10-02,SEA,Seattle–Tacoma International Airport,15412.95,794021,6,Jet Bridge,General Travelers
2023-10-02,LAS,Harry Reid International Airport,12610.82,781856,4,Jet Bridge,Frequent Flyers
2023-10-02,MCO,Orlando International Airport,17880.68,1002215,4,Jet Bridge,Traveling Moms
2023-10-02,CLT,Charlotte Douglas International Airport,16740.28,803827,7,Baggage Claim Display,Family Leisure Travelers
2023-10-02,MIA,Miami International Airport,17784.68,930332,5,Concourse Wrap,Family Leisure Travelers
2023-10-02,PHX,Phoenix Sky Harbor International Airport,15987.02,713301,11,Digital Board,Traveling Moms
2023-10-02,IAH,George Bush Intercontinental Airport,15458.41,648689,4,Concourse Wrap,Family Leisure Travelers
2023-10-02,BOS,Logan International Airport,16822.11,895995,11,Concourse Wrap,Traveling Moms
2023-10-02,MSP,Minneapolis–Saint Paul International Airport,19131.35,1113492,11,Baggage Claim Display,Family Leisure Travelers
2023-10-02,DTW,Detroit Metropolitan Airport,15927.58,715523,7,Jet Bridge,General Travelers
2023-10-02,PHL,Philadelphia International Airport,16837.18,1089523,11,Digital Board,Frequent Flyers
2023-10-02,LGA,LaGuardia Airport,14556.4,783088,9,Concourse Wrap,Traveling Moms
2023-10-02,BWI,Baltimore/Washington International Airport,18776.93,1216682,8,Digital Board,Family Leisure Travelers
2023-10-09,ATL,Hartsfield–Jackson Atlanta International Airport,16253.68,848291,5,Baggage Claim Display,Family Leisure Travelers
2023-10-09,LAX,Los Angeles International Airport,16485.6,764583,10,Baggage Claim Display,Frequent Flyers
2023-10-09,ORD,Chicago O'Hare International Airport,15237.62,819289,3,Concourse Wrap,Frequent Flyers
2023-10-09,DFW,Dallas/Fort Worth International Airport,15979.21,1038100,5,Digital Board,Frequent Flyers
2023-10-09,DEN,Denver International Airport,17418.47,1001056,6,Baggage Claim Display,Family Leisure Travelers
2023-10-09,JFK,John F. Kennedy International Airport,16743.31,762445,3,Baggage Claim Display,Family Leisure Travelers
2023-10-09,SFO,San Francisco International Airport,18868.39,937385,3,Digital Board,Frequent Flyers
2023-10-09,SEA,Seattle–Tacoma International Airport,15705.5,650606,7,Jet Bridge,General Travelers
2023-10-09,LAS,Harry Reid International Airport,19661.72,871049,5,Jet Bridge,General Travelers
2023-10-09,MCO,Orlando International Airport,20721.56,944792,4,Baggage Claim Display,Frequent Flyers
2023-10-09,CLT,Charlotte Douglas International Airport,18996.72,911062,3,Jet Bridge,Family Leisure Travelers
2023-10-09,MIA,Miami International Airport,20212.59,1137748,6,Digital Board,Family Leisure Travelers
2023-10-09,PHX,Phoenix Sky Harbor International Airport,20715.32,1319707,4,Concourse Wrap,General Travelers
2023-10-09,IAH,George Bush Intercontinental Airport,17365.29,754758,8,Jet Bridge,Family Leisure Travelers
2023-10-09,BOS,Logan International Airport,14349.36,827933,9,Digital Board,Frequent Flyers
2023-10-09,MSP,Minneapolis–Saint Paul International Airport,21444.93,980107,9,Digital Board,Frequent Flyers
2023-10-09,DTW,Detroit Metropolitan Airport,14803.94,894659,6,Concourse Wrap,General Travelers
2023-10-09,PHL,Philadelphia International Airport,11559.54,465452,6,Jet Bridge,Traveling Moms
2023-10-09,LGA,LaGuardia Airport,20666.77,1122714,9,Baggage Claim Display,General Travelers
2023-10-09,BWI,Baltimore/Washington International Airport,13614.52,623238,5,Digital Board,General Travelers
2023-10-16,ATL,Hartsfield–Jackson Atlanta International Airport,15406.93,781477,6,Jet Bridge,Traveling Moms
2023-10-16,LAX,Los Angeles International Airport,14883.66,596138,6,Concourse Wrap,Frequent Flyers
