date,channel,campaign_name,campaign_id,dma_name,state,spend,impressions,clicks,views,video_25pct,video_50pct,video_75pct,video_completes,age_target,audience_segment
2023-10-08,TikTok,TikTok Teen Trends,TI_4212,"Columbus, GA",GA,232.96,14334,152,6045,5134,3465,2133,1650,13-17,Teen Daughters
2023-11-11,TikTok,TikTok Always On,TI_1103,"Savannah, GA",GA,242.87,11582,272,4057,2977,2092,1795,1576,13-17,Teen Daughters
2023-04-14,TikTok,TikTok BTS Moms,TI_3966,"Savannah, GA",GA,254.76,17598,280,10300,7843,6286,3959,2902,13-17,Moms & Daughters
2023-10-17,TikTok,TikTok Teen Trends,TI_4212,"Savannah, GA",GA,12.94,688,25,294,200,120,106,94,35-44,Moms & Daughters
2023-08-10,TikTok,TikTok Always On,TI_1103,"Augusta, GA",GA,654.03,44046,1475,15983,13091,8251,7163,4671,13-17,Teen Daughters
2024-05-21,TikTok,TikTok BTS Moms,TI_3966,"Columbus, GA",GA,257.42,14799,531,8400,6835,4216,2898,2079,18-24,Suburban Moms
2023-01-24,TikTok,TikTok Teen Trends,TI_4212,"Macon, GA",GA,92.79,4748,57,1950,1441,1177,938,795,35-44,Moms & Daughters
2023-04-08,TikTok,TikTok BTS Moms,TI_3966,"Augusta, GA",GA,111.52,6325,231,2516,1610,1202,990,632,25-34,Suburban Moms
2024-04-30,TikTok,TikTok Teen Trends,TI_4212,"Macon, GA",GA,140.66,8335,169,4923,3465,2723,1944,1174,25-34,Teen Daughters
2023-08-03,TikTok,TikTok Teen Trends,TI_4212,"Macon, GA",GA,204.88,13885,413,4202,3025,2641,2285,1520,25-34,Moms & Daughters
2024-01-27,TikTok,TikTok Always On,TI_1103,"Columbus, GA",GA,379.94,21875,684,7155,5828,4570,3195,2683,25-34,Teen Daughters
2023-12-21,TikTok,TikTok BTS Moms,TI_3966,"Columbus, GA",GA,210.27,9715,285,4531,3761,2381,1745,1656,13-17,Suburban Moms
2023-04-27,TikTok,TikTok Always On,TI_1103,"Macon, GA",GA,57.98,2960,66,1446,1264,772,519,346,18-24,Moms & Daughters
2023-12-27,TikTok,TikTok Always On,TI_1103,"Atlanta, GA",GA,187.65,8974,90,3467,2173,1446,1012,652,35-44,Moms & Daughters
2023-12-09,TikTok,TikTok BTS Moms,TI_3966,"Atlanta, GA",GA,150.12,6853,235,2733,2334,1430,1072,710,35-44,Suburban Moms
2023-04-29,TikTok,TikTok Always On,TI_1103,"Atlanta, GA",GA,96.82,4944,137,2003,1330,844,729,549,25-34,Teen Daughters
2023-03-21,TikTok,TikTok Always On,TI_1103,"Macon, GA",GA,50.77,2058,65,1133,815,598,511,445,13-17,Teen Daughters
2023-05-06,TikTok,TikTok BTS Moms,TI_3966,"Savannah, GA",GA,617.73,31381,1151,15913,10242,7961,6907,5836,35-44,Moms & Daughters
2023-06-27,TikTok,TikTok Teen Trends,TI_4212,"Columbus, GA",GA,172.56,9712,172,3947,3426,2113,1642,1199,25-34,Moms & Daughters
2023-07-31,TikTok,TikTok BTS Moms,TI_3966,"Augusta, GA",GA,298.77,19466,618,7283,5943,4005,2660,2105,25-34,Suburban Moms
2023-05-15,TikTok,TikTok BTS Moms,TI_3966,"Augusta, GA",GA,65.86,4301,119,2302,1898,1464,1015,873,18-24,Teen Daughters
2023-05-14,TikTok,TikTok Teen Trends,TI_4212,"Macon, GA",GA,137.07,9435,148,5500,3962,3005,1913,1509,13-17,Suburban Moms
2023-09-17,TikTok,TikTok Always On,TI_1103,"Augusta, GA",GA,102.17,5942,103,2871,2494,1913,1568,1189,13-17,Suburban Moms
2023-08-04,TikTok,TikTok BTS Moms,TI_3966,"Columbus, GA",GA,142.6,9658,362,4982,3061,2637,2102,1489,18-24,Suburban Moms
2023-05-19,TikTok,TikTok Always On,TI_1103,"Augusta, GA",GA,249.39,15858,249,7850,5180,4014,3224,3059,18-24,Moms & Daughters
2023-01-27,TikTok,TikTok BTS Moms,TI_3966,"Augusta, GA",GA,175.28,7111,247,3252,2707,1814,1276,779,25-34,Moms & Daughters
2023-07-05,TikTok,TikTok Teen Trends,TI_4212,"Columbus, GA",GA,116.48,5518,157,2547,1659,1197,874,824,18-24,Teen Daughters
2024-03-07,TikTok,TikTok BTS Moms,TI_3966,"Columbus, GA",GA,184.93,11378,373,5530,4289,3157,2314,2093,25-34,Moms & Daughters
2023-09-29,TikTok,TikTok Teen Trends,TI_4212,"Augusta, GA",GA,291.7,17118,478,9442,6462,4997,4163,3212,35-44,Teen Daughters
2024-02-09,TikTok,TikTok Always On,TI_1103,"Columbus, GA",GA,217.95,14910,496,7231,5148,4485,2750,2065,13-17,Teen Daughters
2023-11-23,TikTok,TikTok Teen Trends,TI_4212,"Savannah, GA",GA,957.78,63573,1812,27185,17223,14411,9201,7859,18-24,Moms & Daughters
2023-04-12,TikTok,TikTok Teen Trends,TI_4212,"Savannah, GA",GA,249.12,13025,196,6863,5831,5039,3940,3550,13-17,Suburban Moms
2024-01-04,TikTok,TikTok Teen Trends,TI_4212,"Atlanta, GA",GA,146.03,8967,212,4559,2753,1659,1274,1202,13-17,Suburban Moms
2023-04-02,TikTok,TikTok Teen Trends,TI_4212,"Columbus, GA",GA,240.8,12178,185,5017,3638,2510,2000,1843,13-17,Suburban Moms
2023-03-10,TikTok,TikTok BTS Moms,TI_3966,"Savannah, GA",GA,116.6,7183,185,3007,2094,1639,1445,1206,25-34,Suburban Moms
2023-06-22,TikTok,TikTok Teen Trends,TI_4212,"Augusta, GA",GA,119.63,6610,77,2287,2022,1542,954,803,18-24,Moms & Daughters
2023-12-10,TikTok,TikTok Always On,TI_1103,"Columbus, GA",GA,455.29,24541,953,12715,11349,9966,7805,5403,13-17,Suburban Moms
2023-07-10,TikTok,TikTok Teen Trends,TI_4212,"Augusta, GA",GA,272.04,14970,464,4630,4015,3336,2251,2123,35-44,Teen Daughters
2024-01-09,TikTok,TikTok Teen Trends,TI_4212,"Macon, GA",GA,246.86,13962,280,5216,3240,2784,2180,2057,25-34,Moms & Daughters
2023-04-19,TikTok,TikTok BTS Moms,TI_3966,"Macon, GA",GA,200.86,8992,102,3226,2498,2087,1358,866,13-17,Teen Daughters
2023-08-23,TikTok,TikTok Teen Trends,TI_4212,"Columbus, GA",GA,416.38,28198,810,15812,12733,8410,6583,4159,35-44,Suburban Moms
2023-12-17,TikTok,TikTok Always On,TI_1103,"Savannah, GA",GA,277.18,16522,513,6511,4827,3162,2547,1835,35-44,Teen Daughters
2023-08-29,TikTok,TikTok Teen Trends,TI_4212,"Augusta, GA",GA,603.58,41071,442,15000,11173,8050,6349,4237,25-34,Moms & Daughters
2024-05-04,TikTok,TikTok Always On,TI_1103,"Atlanta, GA",GA,562.51,31344,515,17707,12088,8169,5533,3505,13-17,Moms & Daughters
2023-01-16,TikTok,TikTok BTS Moms,TI_3966,"Macon, GA",GA,212.24,10267,300,5218,3933,2720,1805,1103,18-24,Teen Daughters
2024-01-20,TikTok,TikTok BTS Moms,TI_3966,"Savannah, GA",GA,75.66,4930,152,2087,1483,1258,789,513,25-34,Teen Daughters
2023-09-11,TikTok,TikTok Teen Trends,TI_4212,"Atlanta, GA",GA,329.88,21711,658,7819,4861,2985,2339,1433,25-34,Teen Daughters
2023-10-02,TikTok,TikTok Always On,TI_1103,"Augusta, GA",GA,166.1,7056,141,3731,3108,2541,1554,1004,25-34,Moms & Daughters
2023-09-11,TikTok,TikTok Always On,TI_1103,"Savannah, GA",GA,382.78,17830,378,8600,7703,5440,3354,2241,18-24,Suburban Moms
2024-01-07,TikTok,TikTok BTS Moms,TI_3966,"Augusta, GA",GA,327.69,22187,422,8105,6140,4034,3251,2536,35-44,Suburban Moms
2024-02-09,TikTok,TikTok Teen Trends,TI_4212,"Atlanta, GA",GA,66.36,4468,50,1826,1595,1043,806,574,18-24,Suburban Moms
2023-05-10,TikTok,TikTok Teen Trends,TI_4212,"Columbus, GA",GA,15.05,829,17,434,374,323,215,196,13-17,Teen Daughters
2024-05-01,TikTok,TikTok Teen Trends,TI_4212,"Columbus, GA",GA,218.29,14790,487,6969,6020,4698,4190,3772,25-34,Moms & Daughters
2024-03-22,TikTok,TikTok BTS Moms,TI_3966,"Augusta, GA",GA,202.95,9738,380,4485,3512,2882,2017,1894,18-24,Suburban Moms
2023-08-21,TikTok,TikTok BTS Moms,TI_3966,"Columbus, GA",GA,648.2,28909,485,11150,7103,4874,3989,2730,35-44,Moms & Daughters
2023-06-28,TikTok,TikTok Teen Trends,TI_4212,"Atlanta, GA",GA,355.1,21670,307,10776,8942,6900,5987,4172,35-44,Teen Daughters
2024-04-01,TikTok,TikTok Teen Trends,TI_4212,"Atlanta, GA",GA,235.61,16230,459,4872,3314,2981,2660,2103,13-17,Moms & Daughters
2023-05-29,TikTok,TikTok Teen Trends,TI_4212,"Savannah, GA",GA,97.81,5405,105,2967,2265,1584,1400,1254,35-44,Teen Daughters
2023-03-15,TikTok,TikTok Always On,TI_1103,"Macon, GA",GA,107.26,4752,121,1435,997,800,596,561,18-24,Suburban Moms
2024-03-27,TikTok,TikTok Teen Trends,TI_4212,"Macon, GA",GA,254.57,17759,460,5547,4614,3336,2609,2434,35-44,Suburban Moms
2023-02-24,TikTok,TikTok Always On,TI_1103,"Augusta, GA",GA,188.61,10746,158,5450,4109,3267,2832,2135,18-24,Moms & Daughters
2024-03-03,TikTok,TikTok BTS Moms,TI_3966,"Savannah, GA",GA,201.97,12487,326,7322,6475,5628,3718,2501,18-24,Suburban Moms
2024-02-27,TikTok,TikTok BTS Moms,TI_3966,"Macon, GA",GA,138.6,7923,191,3463,2962,1947,1460,1088,25-34,Moms & Daughters
2024-05-01,TikTok,TikTok Teen Trends,TI_4212,"Savannah, GA",GA,398.31,23633,336,8612,7229,5587,3401,3050,18-24,Moms & Daughters
2023-03-01,TikTok,TikTok BTS Moms,TI_3966,"Savannah, GA",GA,17.6,717,14,425,366,255,197,176,18-24,Teen Daughters
2023-06-12,TikTok,TikTok Teen Trends,TI_4212,"Augusta, GA",GA,220.65,10696,287,4506,3365,2377,1625,1358,18-24,Moms & Daughters
2023-02-24,TikTok,TikTok Teen Trends,TI_4212,"Augusta, GA",GA,264.49,11998,444,5029,3387,2487,1731,1489,35-44,Teen Daughters
2023-08-16,TikTok,TikTok BTS Moms,TI_3966,"Macon, GA",GA,294.64,19284,753,7470,5162,3701,3124,1885,25-34,Moms & Daughters
2023-06-06,TikTok,TikTok Teen Trends,TI_4212,"Atlanta, GA",GA,185.34,9909,102,4519,4045,3061,2004,1217,18-24,Suburban Moms
2024-03-26,TikTok,TikTok Teen Trends,TI_4212,"Atlanta, GA",GA,162.44,6757,126,3412,2995,2027,1623,1245,18-24,Moms & Daughters
2023-07-31,TikTok,TikTok Always On,TI_1103,"Atlanta, GA",GA,352.69,20264,396,8408,6155,4473,3574,3105,35-44,Moms & Daughters
2024-02-10,TikTok,TikTok BTS Moms,TI_3966,"Augusta, GA",GA,651.56,41209,527,16104,9786,8061,7043,5673,13-17,Teen Daughters
2023-12-28,TikTok,TikTok BTS Moms,TI_3966,"Savannah, GA",GA,136.26,5826,226,2042,1317,1174,886,766,18-24,Teen Daughters
2023-03-26,TikTok,TikTok Teen Trends,TI_4212,"Savannah, GA",GA,117.59,7152,95,3358,2265,1652,1305,900,18-24,Moms & Daughters
2024-05-20,TikTok,TikTok Always On,TI_1103,"Augusta, GA",GA,537.27,31497,681,13406,9139,5843,4031,2478,18-24,Suburban Moms
2024-03-09,TikTok,TikTok BTS Moms,TI_3966,"Columbus, GA",GA,302.06,16290,394,5676,4670,2807,2042,1359,35-44,Moms & Daughters
2024-01-22,TikTok,TikTok Always On,TI_1103,"Augusta, GA",GA,112.46,5464,183,2147,1478,972,781,540,25-34,Suburban Moms
2023-03-23,TikTok,TikTok Teen Trends,TI_4212,"Columbus, GA",GA,171.02,7354,222,2223,1650,1085,855,806,25-34,Suburban Moms
2023-11-24,TikTok,TikTok Teen Trends,TI_4212,"Columbus, GA",GA,289.9,12002,343,5231,4143,2838,2473,1718,25-34,Moms & Daughters
2023-01-04,TikTok,TikTok Teen Trends,TI_4212,"Augusta, GA",GA,319.72,15483,596,8780,6468,5084,3473,2312,18-24,Teen Daughters
2023-11-27,TikTok,TikTok BTS Moms,TI_3966,"Atlanta, GA",GA,452.09,19650,697,9969,7200,5251,3461,2088,25-34,Teen Daughters
2024-01-23,TikTok,TikTok Always On,TI_1103,"Augusta, GA",GA,135.78,7084,169,3742,2854,1867,1270,1014,25-34,Teen Daughters
2023-01-11,TikTok,TikTok BTS Moms,TI_3966,"Macon, GA",GA,78.96,4078,95,1514,1077,719,447,362,18-24,Suburban Moms
2023-12-06,TikTok,TikTok Teen Trends,TI_4212,"Macon, GA",GA,196.01,13465,190,4969,3864,2492,1613,1157,13-17,Moms & Daughters
2023-04-16,TikTok,TikTok BTS Moms,TI_3966,"Columbus, GA",GA,128.72,7001,250,3981,3530,3049,2359,1782,25-34,Moms & Daughters
2023-04-16,TikTok,TikTok Always On,TI_1103,"Columbus, GA",GA,111.63,5436,84,2293,1878,1670,1407,1307,13-17,Moms & Daughters
2023-11-10,TikTok,TikTok Teen Trends,TI_4212,"Atlanta, GA",GA,123.31,6751,203,4010,3046,2454,1728,1217,13-17,Moms & Daughters
2023-10-25,TikTok,TikTok BTS Moms,TI_3966,"Columbus, GA",GA,247.7,14889,425,4817,3970,3003,1986,1580,18-24,Teen Daughters
2023-12-13,TikTok,TikTok Always On,TI_1103,"Atlanta, GA",GA,186.91,7792,78,2543,2255,1890,1208,984,35-44,Suburban Moms
2023-09-15,TikTok,TikTok BTS Moms,TI_3966,"Savannah, GA",GA,231.8,15849,576,9466,6747,5967,4942,3256,13-17,Teen Daughters
2024-05-29,TikTok,TikTok Always On,TI_1103,"Columbus, GA",GA,267.54,18221,477,10146,6598,4499,2961,2453,18-24,Teen Daughters
2023-07-08,TikTok,TikTok Always On,TI_1103,"Augusta, GA",GA,590.7,25779,285,9865,8844,6023,4813,3087,18-24,Moms & Daughters
2023-01-30,TikTok,TikTok Teen Trends,TI_4212,"Atlanta, GA",GA,323.46,19656,334,9584,7898,5257,3248,2097,25-34,Teen Daughters
2024-01-02,TikTok,TikTok BTS Moms,TI_3966,"Macon, GA",GA,268.4,12793,161,4365,3255,2779,1751,1465,35-44,Suburban Moms
2023-09-16,TikTok,TikTok Always On,TI_1103,"Augusta, GA",GA,222.56,12341,243,4748,4171,3643,2746,1896,25-34,Suburban Moms
2023-04-16,TikTok,TikTok Teen Trends,TI_4212,"Columbus, GA",GA,389.77,24241,633,7907,6940,5112,3624,2972,13-17,Teen Daughters
2023-07-05,TikTok,TikTok Always On,TI_1103,"Savannah, GA",GA,98.46,6599,90,2463,1590,1039,873,700,13-17,Teen Daughters
2024-03-21,TikTok,TikTok BTS Moms,TI_3966,"Macon, GA",GA,138.3,7326,85,3454,2583,2094,1373,1108,35-44,Moms & Daughters
2024-02-09,TikTok,TikTok BTS Moms,TI_3966,"Macon, GA",GA,479.44,21447,846,10833,9035,8128,6105,3815,35-44,Moms & Daughters
2024-02-08,TikTok,TikTok BTS Moms,TI_3966,"Macon, GA",GA,213.17,10125,337,4810,3862,3315,2015,1582,18-24,Suburban Moms
2023-03-06,TikTok,TikTok Teen Trends,TI_4212,"Columbus, GA",GA,121.8,8242,293,4388,3149,2365,1748,1203,25-34,Moms & Daughters
2023-03-24,TikTok,TikTok Always On,TI_1103,"Augusta, GA",GA,182.54,11057,116,4034,2504,1930,1596,1019,35-44,Suburban Moms
2023-07-16,TikTok,TikTok Always On,TI_1103,"Macon, GA",GA,338.26,21911,647,7684,6428,4829,3640,2645,13-17,Moms & Daughters
2023-06-06,TikTok,TikTok Always On,TI_1103,"Atlanta, GA",GA,285.54,19519,622,9124,7091,5401,4386,3274,35-44,Teen Daughters
2023-12-21,TikTok,TikTok Teen Trends,TI_4212,"Savannah, GA",GA,257.88,18040,235,8694,6279,4770,3303,2037,25-34,Teen Daughters
2024-04-12,TikTok,TikTok Always On,TI_1103,"Macon, GA",GA,238.14,14882,295,7132,5810,4802,3451,3156,35-44,Suburban Moms
2023-04-10,TikTok,TikTok BTS Moms,TI_3966,"Columbus, GA",GA,163.39,7902,101,2870,1927,1686,1051,787,35-44,Suburban Moms
2023-10-11,TikTok,TikTok BTS Moms,TI_3966,"Columbus, GA",GA,53.99,2737,47,1556,1112,761,669,447,25-34,Moms & Daughters
2023-06-11,TikTok,TikTok Teen Trends,TI_4212,"Augusta, GA",GA,165.03,11260,318,5443,4468,3127,2533,2332,35-44,Teen Daughters
2024-05-01,TikTok,TikTok BTS Moms,TI_3966,"Augusta, GA",GA,258.39,13523,272,8084,5979,4368,3254,2999,25-34,Moms & Daughters
2023-12-27,TikTok,TikTok BTS Moms,TI_3966,"Savannah, GA",GA,174.0,8295,247,3979,3459,2166,1439,1299,18-24,Suburban Moms
2024-04-16,TikTok,TikTok BTS Moms,TI_3966,"Columbus, GA",GA,143.49,7693,119,4588,4127,2539,2032,1797,35-44,Moms & Daughters
2023-05-20,TikTok,TikTok Teen Trends,TI_4212,"Augusta, GA",GA,73.53,5093,72,2048,1424,886,572,352,18-24,Suburban Moms
2023-05-15,TikTok,TikTok Always On,TI_1103,"Savannah, GA",GA,126.56,7567,79,2819,2055,1437,1243,1088,13-17,Suburban Moms
2024-03-29,TikTok,TikTok BTS Moms,TI_3966,"Savannah, GA",GA,165.89,11417,230,4300,2641,1722,1255,903,25-34,Suburban Moms
2024-05-27,TikTok,TikTok Teen Trends,TI_4212,"Atlanta, GA",GA,373.85,20220,422,10510,8973,7683,4889,4236,35-44,Suburban Moms
2023-01-13,TikTok,TikTok Teen Trends,TI_4212,"Augusta, GA",GA,320.78,16836,411,5147,3489,2889,1852,1458,35-44,Teen Daughters
2023-12-24,TikTok,TikTok Always On,TI_1103,"Columbus, GA",GA,175.61,7456,87,2835,1977,1252,915,666,13-17,Teen Daughters
2023-09-01,TikTok,TikTok Teen Trends,TI_4212,"Macon, GA",GA,139.93,6160,84,1934,1654,1462,927,625,25-34,Suburban Moms
2023-08-17,TikTok,TikTok BTS Moms,TI_3966,"Augusta, GA",GA,358.74,16532,628,7574,4771,3506,2446,1709,35-44,Teen Daughters
2023-11-21,TikTok,TikTok Always On,TI_1103,"Augusta, GA",GA,373.29,26089,719,8997,7200,6461,5049,3837,35-44,Moms & Daughters
2023-04-03,TikTok,TikTok Teen Trends,TI_4212,"Atlanta, GA",GA,277.0,14969,247,5991,5319,4021,2895,2265,25-34,Teen Daughters
2023-12-02,TikTok,TikTok BTS Moms,TI_3966,"Columbus, GA",GA,298.55,12120,323,4991,3684,2803,2131,1430,35-44,Suburban Moms
2023-01-28,TikTok,TikTok Always On,TI_1103,"Augusta, GA",GA,39.89,2570,72,1058,715,451,318,236,13-17,Teen Daughters
2023-08-11,TikTok,TikTok BTS Moms,TI_3966,"Augusta, GA",GA,139.39,9205,339,2935,2501,2085,1815,1286,18-24,Teen Daughters
2023-08-29,TikTok,TikTok BTS Moms,TI_3966,"Augusta, GA",GA,840.69,53755,1054,27551,24722,17725,14841,10182,25-34,Suburban Moms
2024-05-28,TikTok,TikTok BTS Moms,TI_3966,"Columbus, GA",GA,283.48,17378,590,9664,7277,5083,4227,3010,18-24,Teen Daughters
2024-02-04,TikTok,TikTok Teen Trends,TI_4212,"Columbus, GA",GA,105.32,6685,239,2629,1991,1590,1254,1066,13-17,Teen Daughters
2024-06-20,TikTok,TikTok Teen Trends,TI_4212,"Columbus, GA",GA,222.19,14267,269,4293,3197,2867,2500,1563,18-24,Suburban Moms
2023-01-18,TikTok,TikTok Teen Trends,TI_4212,"Atlanta, GA",GA,393.77,25466,909,14642,10678,7428,5754,4199,18-24,Moms & Daughters
2024-02-01,TikTok,TikTok Teen Trends,TI_4212,"Savannah, GA",GA,126.56,5705,145,2802,2306,1441,869,736,35-44,Moms & Daughters
2024-06-21,TikTok,TikTok BTS Moms,TI_3966,"Savannah, GA",GA,204.02,13266,426,6645,4820,3712,2442,1993,18-24,Suburban Moms
2023-05-30,TikTok,TikTok BTS Moms,TI_3966,"Atlanta, GA",GA,125.53,6208,196,3319,2921,2074,1671,1355,25-34,Suburban Moms
2023-04-28,TikTok,TikTok BTS Moms,TI_3966,"Columbus, GA",GA,225.87,14140,245,7100,4352,3705,2411,2035,13-17,Moms & Daughters
2023-10-10,TikTok,TikTok BTS Moms,TI_3966,"Augusta, GA",GA,185.85,9581,205,4749,3421,2685,1918,1359,25-34,Moms & Daughters
2024-01-28,TikTok,TikTok Teen Trends,TI_4212,"Augusta, GA",GA,615.31,30790,817,10763,9545,7756,5524,3929,13-17,Teen Daughters
2023-04-15,TikTok,TikTok BTS Moms,TI_3966,"Columbus, GA",GA,264.67,12756,284,6502,5147,3910,3247,2809,18-24,Suburban Moms
2023-01-02,TikTok,TikTok BTS Moms,TI_3966,"Macon, GA",GA,107.2,5552,204,2716,2277,1709,1321,1020,25-34,Moms & Daughters
2024-03-09,TikTok,TikTok Teen Trends,TI_4212,"Augusta, GA",GA,214.31,9635,229,5408,3763,2376,1798,1355,18-24,Suburban Moms
2023-03-14,TikTok,TikTok Always On,TI_1103,"Augusta, GA",GA,237.08,15323,379,8489,6623,5328,4784,3259,25-34,Suburban Moms
2023-06-29,TikTok,TikTok BTS Moms,TI_3966,"Macon, GA",GA,41.91,2752,70,1022,672,595,393,346,35-44,Suburban Moms
2023-12-08,TikTok,TikTok Always On,TI_1103,"Savannah, GA",GA,309.56,14515,183,5008,3016,2343,2041,1331,25-34,Moms & Daughters
2023-08-15,TikTok,TikTok Always On,TI_1103,"Augusta, GA",GA,332.58,16328,208,6422,5338,4607,4025,2948,18-24,Suburban Moms
2023-08-26,TikTok,TikTok Teen Trends,TI_4212,"Savannah, GA",GA,1174.21,75075,2297,44726,28685,17712,12087,7332,18-24,Suburban Moms
2024-04-22,TikTok,TikTok Always On,TI_1103,"Macon, GA",GA,258.51,18002,495,6959,5350,4790,3913,2523,18-24,Moms & Daughters
2023-07-09,TikTok,TikTok BTS Moms,TI_3966,"Augusta, GA",GA,131.52,8476,199,3507,3128,1986,1481,1100,25-34,Moms & Daughters
2023-06-04,TikTok,TikTok Teen Trends,TI_4212,"Atlanta, GA",GA,110.66,5022,186,1977,1263,1071,643,573,18-24,Moms & Daughters
2024-04-09,TikTok,TikTok Teen Trends,TI_4212,"Atlanta, GA",GA,71.87,3168,35,1873,1376,1180,834,512,13-17,Teen Daughters
2024-06-04,TikTok,TikTok BTS Moms,TI_3966,"Macon, GA",GA,195.46,12140,442,4019,3045,2120,1620,1160,18-24,Teen Daughters
2023-10-04,TikTok,TikTok BTS Moms,TI_3966,"Columbus, GA",GA,156.51,7152,134,2556,1549,1054,647,423,35-44,Teen Daughters
2023-03-29,TikTok,TikTok Teen Trends,TI_4212,"Savannah, GA",GA,160.71,9080,203,2921,2378,1928,1511,1176,25-34,Moms & Daughters
2023-02-16,TikTok,TikTok Always On,TI_1103,"Savannah, GA",GA,259.33,15927,601,7249,4603,3491,2227,1798,18-24,Suburban Moms
2023-12-25,TikTok,TikTok Always On,TI_1103,"Columbus, GA",GA,536.89,34151,669,16595,10527,7331,5825,4054,25-34,Teen Daughters
2023-09-08,TikTok,TikTok Always On,TI_1103,"Atlanta, GA",GA,63.96,4213,91,1335,843,575,382,346,18-24,Suburban Moms
2023-03-23,TikTok,TikTok BTS Moms,TI_3966,"Columbus, GA",GA,257.16,16133,417,8247,5591,4934,3745,3336,13-17,Suburban Moms
2023-05-14,TikTok,TikTok Teen Trends,TI_4212,"Savannah, GA",GA,164.22,9735,192,4768,4053,2639,2320,1822,18-24,Teen Daughters
2023-01-19,TikTok,TikTok BTS Moms,TI_3966,"Augusta, GA",GA,277.87,13051,240,7061,6204,4476,3902,2780,25-34,Suburban Moms
2023-11-02,TikTok,TikTok BTS Moms,TI_3966,"Macon, GA",GA,282.02,15709,470,9352,6726,5147,3912,3628,25-34,Moms & Daughters
2024-01-31,TikTok,TikTok Always On,TI_1103,"Columbus, GA",GA,296.53,17751,428,5683,3743,2440,1838,1538,35-44,Suburban Moms
2024-03-10,TikTok,TikTok Always On,TI_1103,"Augusta, GA",GA,182.33,12637,345,4344,3163,2469,1756,1179,13-17,Teen Daughters
2024-05-02,TikTok,TikTok Teen Trends,TI_4212,"Atlanta, GA",GA,136.54,6045,116,3497,2979,1835,1347,1237,18-24,Moms & Daughters
2024-01-07,TikTok,TikTok BTS Moms,TI_3966,"Macon, GA",GA,151.75,7891,180,4422,3008,2370,1982,1375,25-34,Suburban Moms
2024-05-31,TikTok,TikTok Always On,TI_1103,"Savannah, GA",GA,204.97,9104,241,3539,2403,1518,926,809,25-34,Teen Daughters
2024-06-29,TikTok,TikTok Teen Trends,TI_4212,"Macon, GA",GA,233.65,15698,524,5913,3979,2813,1781,1485,25-34,Moms & Daughters
2024-03-23,TikTok,TikTok Always On,TI_1103,"Atlanta, GA",GA,66.06,4278,51,2094,1877,1175,782,677,13-17,Moms & Daughters
2023-03-17,TikTok,TikTok BTS Moms,TI_3966,"Columbus, GA",GA,366.92,24603,340,13460,9730,8730,6474,5139,35-44,Moms & Daughters
2023-07-04,TikTok,TikTok Teen Trends,TI_4212,"Augusta, GA",GA,371.85,15949,541,9440,6177,5364,4114,3816,35-44,Moms & Daughters
2024-01-04,TikTok,TikTok Always On,TI_1103,"Atlanta, GA",GA,426.82,25816,391,10157,6332,5472,3792,2581,13-17,Suburban Moms
2023-12-13,TikTok,TikTok BTS Moms,TI_3966,"Columbus, GA",GA,156.51,9983,321,3696,2572,2151,1521,1127,13-17,Teen Daughters
2023-03-04,TikTok,TikTok BTS Moms,TI_3966,"Columbus, GA",GA,667.49,37838,845,22109,14103,12581,8419,7328,13-17,Teen Daughters
2024-03-17,TikTok,TikTok Teen Trends,TI_4212,"Macon, GA",GA,618.15,35033,953,11832,8339,6437,4340,3369,25-34,Teen Daughters
2023-09-20,TikTok,TikTok Always On,TI_1103,"Savannah, GA",GA,315.96,21092,793,10966,8114,5488,4517,4183,25-34,Teen Daughters
2023-06-08,TikTok,TikTok Always On,TI_1103,"Columbus, GA",GA,279.23,11567,416,4059,3568,2653,1862,1600,13-17,Teen Daughters
2023-01-08,TikTok,TikTok Teen Trends,TI_4212,"Macon, GA",GA,52.04,2422,93,1297,812,588,507,471,18-24,Suburban Moms
2024-05-09,TikTok,TikTok Always On,TI_1103,"Savannah, GA",GA,362.53,16092,314,8418,6919,4613,3258,1972,18-24,Moms & Daughters
2024-06-29,TikTok,TikTok BTS Moms,TI_3966,"Savannah, GA",GA,302.71,15402,546,4727,3944,2844,2388,1894,25-34,Teen Daughters
2023-07-27,TikTok,TikTok Always On,TI_1103,"Columbus, GA",GA,413.99,17846,243,9110,7289,4921,4153,2678,18-24,Suburban Moms
2023-10-11,TikTok,TikTok Teen Trends,TI_4212,"Columbus, GA",GA,304.93,19808,617,7811,5847,5164,3134,2751,25-34,Moms & Daughters
2024-01-31,TikTok,TikTok BTS Moms,TI_3966,"Atlanta, GA",GA,61.5,3197,102,1255,920,707,635,549,18-24,Teen Daughters
2024-01-30,TikTok,TikTok BTS Moms,TI_3966,"Columbus, GA",GA,389.45,16903,391,5991,4060,3148,2270,2049,35-44,Moms & Daughters
2023-07-07,TikTok,TikTok Always On,TI_1103,"Columbus, GA",GA,193.62,12228,266,6100,4978,3430,2157,1969,35-44,Suburban Moms
2023-09-12,TikTok,TikTok BTS Moms,TI_3966,"Columbus, GA",GA,784.89,51386,679,24124,19731,16280,12656,9578,18-24,Teen Daughters
2024-04-15,TikTok,TikTok Teen Trends,TI_4212,"Savannah, GA",GA,50.91,3217,81,1807,1598,1400,946,724,25-34,Teen Daughters
