date,channel,campaign_name,campaign_id,dma_name,state,spend_usd,impressions,clicks,video_views,video_25pct,video_50pct,video_75pct,video_completes,optimization_goal,age_target,audience_segment,spend_currency
2023-01-08,Instagram,Instagram BTS Moms,IN_6601,"Columbus, GA",GA,356.4,19646,609,8946,6264,4216,2851,2689,Conversions,25-34,Suburban Moms,USD
2023-02-13,Instagram,Instagram BTS Moms,IN_6601,"Atlanta, GA",GA,141.32,5782,102,2042,1770,1289,984,673,Conversions,25-34,Moms & Daughters,USD
2024-02-02,Instagram,Instagram Always On,IN_2077,"Macon, GA",GA,63.17,3967,141,1304,924,612,398,361,Video Views,35-44,Suburban Moms,USD
2023-01-01,Instagram,Instagram BTS Moms,IN_6601,"Savannah, GA",GA,293.27,19352,379,8474,5173,4329,2759,2068,Video Views,25-34,Teen Daughters,USD
2023-10-06,Instagram,Instagram BTS Moms,IN_6601,"Atlanta, GA",GA,165.86,10123,353,3210,2620,2196,1555,1450,Video Views,35-44,Teen Daughters,USD
2024-01-26,Instagram,Instagram Teen Trends,IN_1278,"Atlanta, GA",GA,351.64,24302,510,14492,12251,8235,7209,4909,Traffic,13-17,Teen Daughters,USD
2023-02-01,Instagram,Instagram Always On,IN_2077,"Atlanta, GA",GA,323.71,18566,193,8031,6713,5364,4139,3492,Conversions,13-17,Teen Daughters,USD
2023-01-01,Instagram,Instagram Always On,IN_2077,"Savannah, GA",GA,166.57,11247,121,5527,4744,3875,2576,1975,Traffic,25-34,Teen Daughters,USD
2023-12-23,Instagram,Instagram Always On,IN_2077,"Atlanta, GA",GA,91.59,4328,95,2561,2284,1858,1246,1120,Video Views,35-44,Suburban Moms,USD
2023-03-03,Instagram,Instagram Teen Trends,IN_1278,"Savannah, GA",GA,347.58,16639,468,8896,5629,4135,3438,3150,Video Views,18-24,Moms & Daughters,USD
2023-06-23,Instagram,Instagram BTS Moms,IN_6601,"Atlanta, GA",GA,108.13,7445,280,4073,2703,2211,1868,1358,Traffic,25-34,Moms & Daughters,USD
2023-10-16,Instagram,Instagram Teen Trends,IN_1278,"Savannah, GA",GA,341.58,22191,654,11983,8804,7723,6056,5141,Traffic,13-17,Suburban Moms,USD
2023-03-12,Instagram,Instagram Teen Trends,IN_1278,"Columbus, GA",GA,317.13,13131,316,5409,4303,3005,2055,1814,Conversions,13-17,Teen Daughters,USD
2023-06-22,Instagram,Instagram Teen Trends,IN_1278,"Macon, GA",GA,123.93,6045,122,2271,1440,1080,793,625,Traffic,13-17,Teen Daughters,USD
2023-01-17,Instagram,Instagram Always On,IN_2077,"Atlanta, GA",GA,25.34,1127,29,514,417,375,297,211,Conversions,18-24,Suburban Moms,USD
2024-04-21,Instagram,Instagram Teen Trends,IN_1278,"Columbus, GA",GA,602.24,38099,568,15058,12461,9671,6054,5589,Conversions,35-44,Moms & Daughters,USD
2023-03-19,Instagram,Instagram Always On,IN_2077,"Savannah, GA",GA,108.34,4862,142,2430,1505,988,731,652,Conversions,18-24,Moms & Daughters,USD
2023-07-11,Instagram,Instagram Always On,IN_2077,"Savannah, GA",GA,175.53,11046,329,3529,3084,2561,1706,1158,Video Views,13-17,Suburban Moms,USD
2023-09-07,Instagram,Instagram BTS Moms,IN_6601,"Atlanta, GA",GA,207.45,11719,176,4497,3699,2457,1985,1717,Traffic,35-44,Moms & Daughters,USD
2024-06-24,Instagram,Instagram BTS Moms,IN_6601,"Atlanta, GA",GA,343.67,22202,572,8474,5965,4861,3085,2828,Video Views,18-24,Teen Daughters,USD
2023-06-09,Instagram,Instagram BTS Moms,IN_6601,"Columbus, GA",GA,137.26,7366,95,2448,1794,1320,1137,813,Traffic,13-17,Moms & Daughters,USD
2023-08-23,Instagram,Instagram Teen Trends,IN_1278,"Augusta, GA",GA,304.62,20497,229,8965,7260,4500,3015,1845,Traffic,18-24,Moms & Daughters,USD
2023-08-17,Instagram,Instagram Teen Trends,IN_1278,"Atlanta, GA",GA,701.56,43813,1496,15935,12216,7732,4849,4297,Video Views,25-34,Suburban Moms,USD
2023-06-20,Instagram,Instagram Teen Trends,IN_1278,"Columbus, GA",GA,273.48,13968,269,8126,5956,5003,4412,3406,Video Views,25-34,Teen Daughters,USD
2024-03-27,Instagram,Instagram Always On,IN_2077,"Atlanta, GA",GA,191.45,10809,326,5474,4496,3737,2874,2497,Conversions,35-44,Teen Daughters,USD
2024-01-10,Instagram,Instagram BTS Moms,IN_6601,"Columbus, GA",GA,426.64,29514,1117,15168,9961,8739,5549,4918,Video Views,35-44,Suburban Moms,USD
2023-04-18,Instagram,Instagram BTS Moms,IN_6601,"Atlanta, GA",GA,268.82,14258,160,6541,5477,3359,2421,1860,Conversions,25-34,Teen Daughters,USD
2024-06-11,Instagram,Instagram Teen Trends,IN_1278,"Columbus, GA",GA,246.52,11211,330,5159,4419,3675,2703,1914,Traffic,18-24,Teen Daughters,USD
2023-06-04,Instagram,Instagram Always On,IN_2077,"Columbus, GA",GA,122.41,7582,169,3687,2996,1805,1108,794,Traffic,18-24,Moms & Daughters,USD
2023-06-30,Instagram,Instagram BTS Moms,IN_6601,"Macon, GA",GA,95.25,5376,110,2844,2529,1713,1208,848,Traffic,13-17,Moms & Daughters,USD
2024-04-26,Instagram,Instagram Teen Trends,IN_1278,"Augusta, GA",GA,450.98,28406,1129,12229,8426,5310,4447,3153,Traffic,25-34,Suburban Moms,USD
2023-03-29,Instagram,Instagram Teen Trends,IN_1278,"Augusta, GA",GA,116.49,6512,197,3536,2801,1705,1322,833,Video Views,18-24,Suburban Moms,USD
2023-08-18,Instagram,Instagram Teen Trends,IN_1278,"Columbus, GA",GA,486.57,28225,386,14483,10023,7296,4687,3190,Conversions,35-44,Moms & Daughters,USD
2023-09-12,Instagram,Instagram Always On,IN_2077,"Atlanta, GA",GA,184.78,10539,136,4783,4100,2704,2379,1748,Conversions,18-24,Suburban Moms,USD
2024-02-10,Instagram,Instagram Teen Trends,IN_1278,"Macon, GA",GA,334.57,15254,585,7602,6564,4790,3934,3330,Video Views,13-17,Teen Daughters,USD
2024-06-29,Instagram,Instagram BTS Moms,IN_6601,"Atlanta, GA",GA,433.73,21717,270,12995,10295,7825,4880,3414,Conversions,25-34,Suburban Moms,USD
2023-06-07,Instagram,Instagram Teen Trends,IN_1278,"Augusta, GA",GA,263.57,13098,238,5437,4206,2523,2145,1514,Conversions,35-44,Suburban Moms,USD
2023-05-12,Instagram,Instagram Teen Trends,IN_1278,"Macon, GA",GA,289.08,16726,306,5432,4452,3084,2078,1749,Video Views,13-17,Moms & Daughters,USD
2023-08-23,Instagram,Instagram Teen Trends,IN_1278,"Savannah, GA",GA,353.77,18684,699,6274,5091,3487,2261,1546,Video Views,13-17,Moms & Daughters,USD
2023-04-28,Instagram,Instagram BTS Moms,IN_6601,"Augusta, GA",GA,421.99,18244,607,8480,7029,4406,3159,2775,Traffic,35-44,Moms & Daughters,USD
2023-12-27,Instagram,Instagram Teen Trends,IN_1278,"Atlanta, GA",GA,730.1,44581,1144,20588,15900,10913,8986,7447,Traffic,18-24,Moms & Daughters,USD
2023-07-02,Instagram,Instagram BTS Moms,IN_6601,"Macon, GA",GA,205.13,14094,213,4946,3691,2986,2131,1311,Video Views,35-44,Suburban Moms,USD
2024-01-11,Instagram,Instagram BTS Moms,IN_6601,"Columbus, GA",GA,73.91,3276,80,1608,1015,770,482,433,Video Views,35-44,Suburban Moms,USD
2024-05-25,Instagram,Instagram BTS Moms,IN_6601,"Savannah, GA",GA,226.41,9962,386,4551,3886,2403,1702,1455,Conversions,18-24,Teen Daughters,USD
2023-06-14,Instagram,Instagram BTS Moms,IN_6601,"Columbus, GA",GA,83.04,5041,115,2673,1987,1275,1048,652,Conversions,25-34,Teen Daughters,USD
2024-03-25,Instagram,Instagram BTS Moms,IN_6601,"Savannah, GA",GA,190.93,9866,276,3296,2484,1700,1267,1109,Conversions,18-24,Suburban Moms,USD
2024-04-04,Instagram,Instagram BTS Moms,IN_6601,"Augusta, GA",GA,89.71,6237,159,2111,1732,1123,687,525,Traffic,35-44,Teen Daughters,USD
2023-09-25,Instagram,Instagram Always On,IN_2077,"Atlanta, GA",GA,247.73,16806,396,9542,7005,4323,3302,3062,Traffic,35-44,Teen Daughters,USD
2023-11-11,Instagram,Instagram Always On,IN_2077,"Augusta, GA",GA,101.42,5505,168,3232,2840,2525,2150,1817,Conversions,13-17,Suburban Moms,USD
2024-02-16,Instagram,Instagram BTS Moms,IN_6601,"Columbus, GA",GA,93.36,3849,65,1828,1098,951,833,678,Video Views,13-17,Moms & Daughters,USD
2023-04-10,Instagram,Instagram Always On,IN_2077,"Augusta, GA",GA,110.01,4994,60,2339,2006,1541,1292,1178,Video Views,18-24,Moms & Daughters,USD
2023-10-08,Instagram,Instagram BTS Moms,IN_6601,"Augusta, GA",GA,383.63,24889,397,8597,5417,3411,2544,2181,Conversions,13-17,Suburban Moms,USD
2024-02-29,Instagram,Instagram Always On,IN_2077,"Macon, GA",GA,128.92,6682,88,3723,3264,2171,1727,1452,Conversions,35-44,Teen Daughters,USD
2023-05-24,Instagram,Instagram Teen Trends,IN_1278,"Columbus, GA",GA,205.68,13559,274,5997,4554,2772,2352,2188,Traffic,25-34,Suburban Moms,USD
2023-03-19,Instagram,Instagram Always On,IN_2077,"Columbus, GA",GA,112.58,7366,140,2252,1636,1001,663,509,Traffic,35-44,Suburban Moms,USD
2024-05-09,Instagram,Instagram Teen Trends,IN_1278,"Columbus, GA",GA,162.0,6856,242,2237,1383,1137,845,523,Traffic,18-24,Moms & Daughters,USD
2023-01-16,Instagram,Instagram Teen Trends,IN_1278,"Augusta, GA",GA,596.93,30926,408,18265,12131,10893,7903,4939,Conversions,13-17,Moms & Daughters,USD
2023-01-05,Instagram,Instagram BTS Moms,IN_6601,"Augusta, GA",GA,368.79,20472,587,9546,7553,5676,3784,3189,Traffic,35-44,Teen Daughters,USD
2023-04-17,Instagram,Instagram Teen Trends,IN_1278,"Columbus, GA",GA,82.66,4242,105,1452,1006,610,440,278,Video Views,25-34,Moms & Daughters,USD
2024-02-16,Instagram,Instagram BTS Moms,IN_6601,"Savannah, GA",GA,434.77,23961,260,10076,8761,6774,4841,3017,Conversions,18-24,Suburban Moms,USD
2023-08-07,Instagram,Instagram Teen Trends,IN_1278,"Columbus, GA",GA,592.74,25044,614,13619,11774,9361,7539,4586,Traffic,35-44,Teen Daughters,USD
2023-08-28,Instagram,Instagram Always On,IN_2077,"Macon, GA",GA,660.76,43777,1226,22420,13766,12349,10204,8200,Video Views,13-17,Teen Daughters,USD
2024-02-24,Instagram,Instagram BTS Moms,IN_6601,"Savannah, GA",GA,266.0,17383,312,5758,4889,4201,2581,2395,Conversions,35-44,Suburban Moms,USD
2023-11-05,Instagram,Instagram BTS Moms,IN_6601,"Columbus, GA",GA,137.52,5526,193,2380,2050,1427,1000,607,Video Views,18-24,Teen Daughters,USD
2024-04-08,Instagram,Instagram Teen Trends,IN_1278,"Macon, GA",GA,114.02,6092,104,2909,2288,2049,1241,900,Video Views,13-17,Moms & Daughters,USD
2023-01-09,Instagram,Instagram Always On,IN_2077,"Savannah, GA",GA,152.51,6912,240,4069,2701,1850,1502,1178,Conversions,35-44,Teen Daughters,USD
2024-02-20,Instagram,Instagram Teen Trends,IN_1278,"Savannah, GA",GA,240.6,15371,562,8751,6035,4901,4039,2595,Conversions,13-17,Suburban Moms,USD
2023-12-23,Instagram,Instagram Teen Trends,IN_1278,"Macon, GA",GA,242.08,10907,330,4393,3178,2815,2234,1568,Conversions,25-34,Teen Daughters,USD
2023-03-28,Instagram,Instagram BTS Moms,IN_6601,"Augusta, GA",GA,249.65,15460,168,5576,4831,3700,2982,2209,Video Views,18-24,Teen Daughters,USD
2023-05-12,Instagram,Instagram Always On,IN_2077,"Macon, GA",GA,84.4,5417,214,2385,1457,1100,667,621,Conversions,18-24,Teen Daughters,USD
2024-05-09,Instagram,Instagram Always On,IN_2077,"Columbus, GA",GA,35.07,1449,29,647,495,401,285,192,Conversions,35-44,Moms & Daughters,USD
2024-05-06,Instagram,Instagram Teen Trends,IN_1278,"Atlanta, GA",GA,406.29,21248,291,11133,9488,6003,4366,3601,Traffic,35-44,Moms & Daughters,USD
2023-05-19,Instagram,Instagram Always On,IN_2077,"Savannah, GA",GA,207.16,12294,448,3972,2691,2158,1755,1413,Conversions,35-44,Moms & Daughters,USD
2023-11-02,Instagram,Instagram Always On,IN_2077,"Savannah, GA",GA,154.48,6894,129,3483,2757,2396,1677,1221,Video Views,35-44,Moms & Daughters,USD
2024-01-19,Instagram,Instagram Always On,IN_2077,"Savannah, GA",GA,448.8,18622,446,5705,5082,4087,2472,2315,Traffic,25-34,Moms & Daughters,USD
2024-06-01,Instagram,Instagram Always On,IN_2077,"Savannah, GA",GA,216.3,13118,471,4511,3016,1883,1652,1182,Traffic,25-34,Suburban Moms,USD
2023-07-25,Instagram,Instagram Always On,IN_2077,"Macon, GA",GA,331.88,19107,679,7118,4706,3571,2523,2243,Traffic,35-44,Suburban Moms,USD
2024-04-20,Instagram,Instagram Teen Trends,IN_1278,"Savannah, GA",GA,251.17,10071,337,3852,3114,1904,1520,1292,Conversions,35-44,Moms & Daughters,USD
2024-04-03,Instagram,Instagram BTS Moms,IN_6601,"Columbus, GA",GA,283.32,13795,478,4542,2884,2509,1622,1023,Traffic,35-44,Suburban Moms,USD
2024-04-22,Instagram,Instagram Always On,IN_2077,"Columbus, GA",GA,144.87,9412,304,5424,3355,2324,2082,1616,Conversions,13-17,Suburban Moms,USD
2023-08-12,Instagram,Instagram BTS Moms,IN_6601,"Atlanta, GA",GA,90.45,6034,184,3032,2634,2131,1667,1435,Traffic,25-34,Suburban Moms,USD
2024-05-04,Instagram,Instagram Always On,IN_2077,"Savannah, GA",GA,685.62,29025,1056,15096,11650,8550,7630,6815,Video Views,18-24,Suburban Moms,USD
2024-01-27,Instagram,Instagram Always On,IN_2077,"Savannah, GA",GA,299.61,18065,689,6975,4679,3480,2405,1711,Traffic,35-44,Moms & Daughters,USD
2024-03-09,Instagram,Instagram Always On,IN_2077,"Macon, GA",GA,350.62,17392,460,9873,6316,4086,2913,2210,Conversions,18-24,Teen Daughters,USD
2023-07-06,Instagram,Instagram Teen Trends,IN_1278,"Augusta, GA",GA,57.33,3279,87,1752,1538,1301,1061,655,Video Views,35-44,Teen Daughters,USD
2023-03-03,Instagram,Instagram BTS Moms,IN_6601,"Savannah, GA",GA,259.49,14873,501,8125,5818,5063,3805,2496,Conversions,18-24,Teen Daughters,USD
2023-04-20,Instagram,Instagram Always On,IN_2077,"Macon, GA",GA,339.77,19309,508,7596,5789,4140,3587,2882,Conversions,25-34,Moms & Daughters,USD
2023-12-08,Instagram,Instagram Teen Trends,IN_1278,"Augusta, GA",GA,194.34,8694,242,2936,2314,2063,1597,1028,Traffic,35-44,Suburban Moms,USD
2023-12-08,Instagram,Instagram Always On,IN_2077,"Macon, GA",GA,209.7,9816,366,3555,2274,1785,1121,857,Video Views,13-17,Teen Daughters,USD
2023-11-28,Instagram,Instagram Teen Trends,IN_1278,"Columbus, GA",GA,326.85,16624,635,9725,7508,5296,3812,2670,Conversions,13-17,Teen Daughters,USD
2023-12-29,Instagram,Instagram Teen Trends,IN_1278,"Atlanta, GA",GA,238.65,16039,194,9216,5809,4186,3455,2158,Video Views,25-34,Teen Daughters,USD
2024-04-01,Instagram,Instagram Always On,IN_2077,"Atlanta, GA",GA,302.17,12705,407,4212,3447,2193,1402,1197,Video Views,35-44,Moms & Daughters,USD
2023-11-05,Instagram,Instagram Teen Trends,IN_1278,"Atlanta, GA",GA,315.89,18956,718,11136,8219,6581,5241,3351,Traffic,25-34,Teen Daughters,USD
2024-03-29,Instagram,Instagram Always On,IN_2077,"Columbus, GA",GA,115.75,7612,146,2464,1666,1444,1153,1080,Traffic,25-34,Teen Daughters,USD
2023-01-25,Instagram,Instagram Teen Trends,IN_1278,"Savannah, GA",GA,325.52,18183,553,7284,6443,4639,3337,2828,Traffic,13-17,Moms & Daughters,USD
2023-08-08,Instagram,Instagram Always On,IN_2077,"Atlanta, GA",GA,785.73,39645,1556,18059,12889,9985,6904,4573,Video Views,13-17,Teen Daughters,USD
2023-05-22,Instagram,Instagram Teen Trends,IN_1278,"Macon, GA",GA,229.8,10619,327,3350,2273,1833,1344,1041,Video Views,13-17,Suburban Moms,USD
2023-10-02,Instagram,Instagram Teen Trends,IN_1278,"Columbus, GA",GA,202.06,8722,280,4965,3062,2214,1599,1412,Traffic,25-34,Suburban Moms,USD
2023-11-01,Instagram,Instagram BTS Moms,IN_6601,"Macon, GA",GA,174.86,9801,391,3977,2627,2124,1843,1641,Traffic,13-17,Moms & Daughters,USD
2023-02-05,Instagram,Instagram BTS Moms,IN_6601,"Atlanta, GA",GA,238.38,16322,512,7065,5568,3451,2680,2232,Conversions,25-34,Teen Daughters,USD
2023-11-18,Instagram,Instagram BTS Moms,IN_6601,"Augusta, GA",GA,700.33,33699,436,14761,10984,8647,5432,3332,Video Views,13-17,Suburban Moms,USD
2023-01-04,Instagram,Instagram Teen Trends,IN_1278,"Macon, GA",GA,198.72,8394,146,3056,1949,1324,1006,937,Traffic,18-24,Teen Daughters,USD
2023-02-12,Instagram,Instagram Always On,IN_2077,"Augusta, GA",GA,53.35,3459,82,1141,1013,671,466,438,Conversions,13-17,Suburban Moms,USD
2023-01-21,Instagram,Instagram Always On,IN_2077,"Atlanta, GA",GA,325.57,16431,608,5759,3539,2584,1611,1001,Conversions,13-17,Teen Daughters,USD
2023-07-04,Instagram,Instagram BTS Moms,IN_6601,"Augusta, GA",GA,253.03,16712,490,8971,7289,5410,3498,2495,Video Views,13-17,Suburban Moms,USD
2024-01-23,Instagram,Instagram BTS Moms,IN_6601,"Augusta, GA",GA,165.23,9677,196,4072,3164,1984,1374,1104,Video Views,18-24,Suburban Moms,USD
2023-03-27,Instagram,Instagram Teen Trends,IN_1278,"Atlanta, GA",GA,284.12,18923,607,9159,7210,5240,3833,3367,Traffic,25-34,Suburban Moms,USD
2024-05-28,Instagram,Instagram BTS Moms,IN_6601,"Savannah, GA",GA,151.74,7875,255,3683,2395,1683,1029,740,Conversions,25-34,Teen Daughters,USD
2023-11-11,Instagram,Instagram Teen Trends,IN_1278,"Macon, GA",GA,720.22,38625,927,12983,8227,5302,4385,3809,Conversions,18-24,Suburban Moms,USD
2023-05-18,Instagram,Instagram BTS Moms,IN_6601,"Atlanta, GA",GA,235.33,10886,124,4941,3609,2951,2529,1642,Video Views,35-44,Suburban Moms,USD
2023-12-25,Instagram,Instagram BTS Moms,IN_6601,"Augusta, GA",GA,254.75,16176,294,5609,3541,2477,1772,1261,Traffic,35-44,Moms & Daughters,USD
2024-04-08,Instagram,Instagram Always On,IN_2077,"Atlanta, GA",GA,219.82,10614,263,6033,4971,3240,2276,1703,Traffic,18-24,Suburban Moms,USD
2023-12-10,Instagram,Instagram BTS Moms,IN_6601,"Atlanta, GA",GA,165.95,8519,274,4324,3809,2858,2220,1458,Video Views,18-24,Teen Daughters,USD
2023-10-23,Instagram,Instagram Teen Trends,IN_1278,"Augusta, GA",GA,297.01,17885,524,6447,4386,3929,2480,2089,Traffic,18-24,Moms & Daughters,USD
2023-08-31,Instagram,Instagram Always On,IN_2077,"Columbus, GA",GA,743.09,46041,1252,19835,15027,13352,11881,10468,Traffic,18-24,Moms & Daughters,USD
2023-10-04,Instagram,Instagram BTS Moms,IN_6601,"Savannah, GA",GA,304.87,12734,256,5094,3123,1971,1520,1083,Traffic,35-44,Teen Daughters,USD
2023-07-11,Instagram,Instagram Teen Trends,IN_1278,"Columbus, GA",GA,296.86,12468,263,7063,5982,5083,3325,2087,Video Views,35-44,Suburban Moms,USD
2023-10-08,Instagram,Instagram Always On,IN_2077,"Atlanta, GA",GA,597.85,35290,626,20546,13768,12113,7334,6911,Traffic,13-17,Moms & Daughters,USD
2024-03-08,Instagram,Instagram Teen Trends,IN_1278,"Columbus, GA",GA,229.1,13404,343,5439,3809,3115,2170,2041,Video Views,13-17,Teen Daughters,USD
2023-12-12,Instagram,Instagram BTS Moms,IN_6601,"Atlanta, GA",GA,607.88,30174,659,12796,10391,6471,3971,3106,Traffic,13-17,Suburban Moms,USD
2023-06-02,Instagram,Instagram BTS Moms,IN_6601,"Augusta, GA",GA,68.31,2756,67,898,559,362,218,138,Conversions,13-17,Suburban Moms,USD
2023-05-31,Instagram,Instagram Always On,IN_2077,"Macon, GA",GA,331.97,17184,413,8995,6635,4605,3336,3130,Conversions,18-24,Teen Daughters,USD
2023-12-16,Instagram,Instagram Always On,IN_2077,"Savannah, GA",GA,379.98,21531,287,12349,7816,5762,4255,3637,Video Views,13-17,Suburban Moms,USD
2024-05-02,Instagram,Instagram BTS Moms,IN_6601,"Macon, GA",GA,318.09,19230,456,9705,7550,4893,3100,2097,Conversions,25-34,Teen Daughters,USD
2023-06-03,Instagram,Instagram Teen Trends,IN_1278,"Atlanta, GA",GA,397.71,23604,246,10215,8987,7790,6762,4752,Conversions,35-44,Suburban Moms,USD
2024-04-07,Instagram,Instagram Teen Trends,IN_1278,"Augusta, GA",GA,247.63,16351,194,7728,6414,5534,3520,2685,Conversions,25-34,Teen Daughters,USD
2024-01-31,Instagram,Instagram Teen Trends,IN_1278,"Augusta, GA",GA,383.82,26665,1044,10132,7368,5669,4839,3006,Traffic,13-17,Suburban Moms,USD
2023-04-27,Instagram,Instagram Teen Trends,IN_1278,"Columbus, GA",GA,51.81,2993,98,1270,895,628,406,305,Traffic,35-44,Suburban Moms,USD
2023-12-13,Instagram,Instagram Teen Trends,IN_1278,"Augusta, GA",GA,464.07,24389,688,12850,7891,5688,3700,3450,Traffic,13-17,Moms & Daughters,USD
2023-05-12,Instagram,Instagram BTS Moms,IN_6601,"Savannah, GA",GA,608.46,35196,1287,13957,11193,6932,4446,4127,Traffic,18-24,Moms & Daughters,USD
2024-04-20,Instagram,Instagram Teen Trends,IN_1278,"Columbus, GA",GA,93.4,6288,206,2273,1808,1525,1305,1179,Video Views,25-34,Teen Daughters,USD
2023-07-27,Instagram,Instagram BTS Moms,IN_6601,"Columbus, GA",GA,347.0,14288,309,8295,7358,6444,5797,3621,Video Views,35-44,Moms & Daughters,USD
2023-06-09,Instagram,Instagram Always On,IN_2077,"Augusta, GA",GA,241.22,14132,228,8311,5548,3931,3271,2716,Traffic,35-44,Suburban Moms,USD
2023-02-04,Instagram,Instagram Teen Trends,IN_1278,"Columbus, GA",GA,266.4,15438,424,6304,4067,2975,2246,2037,Video Views,35-44,Teen Daughters,USD
2024-03-01,Instagram,Instagram Teen Trends,IN_1278,"Atlanta, GA",GA,407.58,23141,395,13118,10455,6520,4884,3695,Video Views,35-44,Moms & Daughters,USD
2024-03-28,Instagram,Instagram Always On,IN_2077,"Augusta, GA",GA,163.59,11133,233,5640,4292,3331,2992,2654,Video Views,13-17,Moms & Daughters,USD
2024-04-10,Instagram,Instagram BTS Moms,IN_6601,"Augusta, GA",GA,318.08,22027,818,6904,4358,3337,2029,1533,Traffic,13-17,Teen Daughters,USD
2024-01-04,Instagram,Instagram Teen Trends,IN_1278,"Savannah, GA",GA,122.67,7224,83,3638,3136,2697,1666,1471,Video Views,13-17,Moms & Daughters,USD
2024-03-21,Instagram,Instagram Always On,IN_2077,"Atlanta, GA",GA,245.58,13031,308,6128,4476,3258,2236,1872,Traffic,13-17,Suburban Moms,USD
2023-09-18,Instagram,Instagram BTS Moms,IN_6601,"Atlanta, GA",GA,271.35,16324,270,9529,6732,4241,2822,1884,Video Views,13-17,Moms & Daughters,USD
2024-05-25,Instagram,Instagram BTS Moms,IN_6601,"Macon, GA",GA,394.71,26407,785,8142,5758,3721,2444,2053,Traffic,25-34,Teen Daughters,USD
2023-11-10,Instagram,Instagram Teen Trends,IN_1278,"Savannah, GA",GA,182.31,10540,292,4288,3702,2837,2216,1665,Conversions,25-34,Moms & Daughters,USD
2024-01-08,Instagram,Instagram Always On,IN_2077,"Savannah, GA",GA,220.1,8912,274,4076,2657,2061,1301,1002,Conversions,13-17,Suburban Moms,USD
2024-04-28,Instagram,Instagram BTS Moms,IN_6601,"Macon, GA",GA,228.45,14124,225,4981,4156,3192,2342,1708,Video Views,13-17,Teen Daughters,USD
2023-07-28,Instagram,Instagram Always On,IN_2077,"Atlanta, GA",GA,298.77,12751,176,5659,3413,3049,2076,1249,Traffic,18-24,Suburban Moms,USD
2024-03-27,Instagram,Instagram BTS Moms,IN_6601,"Columbus, GA",GA,62.24,3327,128,1211,762,476,333,216,Conversions,35-44,Suburban Moms,USD
2023-10-05,Instagram,Instagram Teen Trends,IN_1278,"Atlanta, GA",GA,292.11,18208,471,7612,5149,4012,2947,2290,Traffic,25-34,Moms & Daughters,USD
2023-05-12,Instagram,Instagram Teen Trends,IN_1278,"Savannah, GA",GA,214.09,13408,483,7779,4876,3952,3117,2524,Video Views,13-17,Moms & Daughters,USD
2023-02-14,Instagram,Instagram Always On,IN_2077,"Macon, GA",GA,332.52,18120,298,10312,7955,5655,4607,3475,Traffic,18-24,Suburban Moms,USD
2023-10-07,Instagram,Instagram BTS Moms,IN_6601,"Savannah, GA",GA,394.88,16809,173,7577,4957,3320,2968,1934,Traffic,18-24,Teen Daughters,USD
2023-02-14,Instagram,Instagram BTS Moms,IN_6601,"Augusta, GA",GA,337.79,15850,166,9509,6513,3991,2690,2243,Conversions,18-24,Suburban Moms,USD
2024-04-19,Instagram,Instagram BTS Moms,IN_6601,"Augusta, GA",GA,177.43,10332,236,6122,3991,3091,2372,1512,Traffic,35-44,Moms & Daughters,USD
2023-05-06,Instagram,Instagram BTS Moms,IN_6601,"Columbus, GA",GA,68.46,3305,116,1606,1173,957,852,787,Video Views,35-44,Moms & Daughters,USD
2023-08-06,Instagram,Instagram Always On,IN_2077,"Macon, GA",GA,278.49,18674,387,8360,5957,5195,4414,4033,Traffic,13-17,Moms & Daughters,USD
2023-01-19,Instagram,Instagram Teen Trends,IN_1278,"Macon, GA",GA,201.37,12575,436,5397,4474,3464,2346,2166,Video Views,35-44,Moms & Daughters,USD
2023-04-25,Instagram,Instagram BTS Moms,IN_6601,"Macon, GA",GA,305.87,19913,625,10365,6527,4864,3741,3265,Video Views,25-34,Suburban Moms,USD
2023-07-16,Instagram,Instagram Teen Trends,IN_1278,"Augusta, GA",GA,887.07,36446,1261,15485,12382,8930,6532,3970,Traffic,13-17,Moms & Daughters,USD
2023-10-25,Instagram,Instagram BTS Moms,IN_6601,"Atlanta, GA",GA,298.24,18767,302,9268,5799,4874,3384,3182,Conversions,35-44,Suburban Moms,USD
2023-03-01,Instagram,Instagram Always On,IN_2077,"Columbus, GA",GA,295.47,15348,225,6363,5180,3539,2779,1909,Traffic,35-44,Suburban Moms,USD
2024-02-07,Instagram,Instagram Teen Trends,IN_1278,"Atlanta, GA",GA,378.81,19895,555,8166,7325,4883,4026,2543,Traffic,35-44,Teen Daughters,USD
2024-06-14,Instagram,Instagram Always On,IN_2077,"Savannah, GA",GA,437.16,20272,725,12041,10420,8951,6906,5727,Video Views,35-44,Moms & Daughters,USD
2024-02-11,Instagram,Instagram BTS Moms,IN_6601,"Atlanta, GA",GA,282.27,19252,333,10799,9010,6296,5623,5212,Conversions,35-44,Moms & Daughters,USD
2024-04-25,Instagram,Instagram Teen Trends,IN_1278,"Atlanta, GA",GA,355.82,16647,337,7667,5730,4641,3141,2210,Conversions,35-44,Teen Daughters,USD
2024-04-11,Instagram,Instagram Teen Trends,IN_1278,"Atlanta, GA",GA,186.42,11806,248,4948,3013,1984,1744,1490,Video Views,13-17,Moms & Daughters,USD
2023-02-20,Instagram,Instagram Teen Trends,IN_1278,"Macon, GA",GA,247.05,11229,167,5928,4784,3566,2193,1678,Conversions,35-44,Moms & Daughters,USD
